benchmark,v_km_s,sigma_even,sigma_odd_raw,sigma_odd_x3,sigma_maj,sigma_dirac,R_triplet,maj_dir_ratio
BP1,3.0000,7.007943e-01,4.851375e-39,1.455412e-38,7.007943e-01,7.007943e-01,0.000000,1.000000
BP1,3.0754,7.046095e-01,5.457464e-38,1.637239e-37,7.046095e-01,7.046095e-01,0.000000,1.000000
BP1,3.1526,7.082235e-01,5.275870e-37,1.582761e-36,7.082235e-01,7.082235e-01,0.000000,1.000000
BP1,3.2318,7.116417e-01,4.687685e-36,1.406306e-35,7.116417e-01,7.116417e-01,0.000000,1.000000
BP1,3.3130,7.148697e-01,3.908410e-35,1.172523e-34,7.148697e-01,7.148697e-01,0.000000,1.000000
BP1,3.3962,7.179134e-01,3.080948e-34,9.242844e-34,7.179134e-01,7.179134e-01,0.000000,1.000000
BP1,3.4816,7.207787e-01,2.303937e-33,6.911810e-33,7.207787e-01,7.207787e-01,0.000000,1.000000
BP1,3.5690,7.234720e-01,1.637634e-32,4.912901e-32,7.234720e-01,7.234720e-01,0.000000,1.000000
BP1,3.6587,7.259994e-01,1.108075e-31,3.324225e-31,7.259994e-01,7.259994e-01,0.000000,1.000000
BP1,3.7506,7.283672e-01,7.146467e-31,2.143940e-30,7.283672e-01,7.283672e-01,0.000000,1.000000
BP1,3.8448,7.305818e-01,4.398550e-30,1.319565e-29,7.305818e-01,7.305818e-01,0.000000,1.000000
BP1,3.9414,7.326495e-01,2.586594e-29,7.759783e-29,7.326495e-01,7.326495e-01,0.000000,1.000000
BP1,4.0404,7.345766e-01,1.454912e-28,4.364736e-28,7.345766e-01,7.345766e-01,0.000000,1.000000
BP1,4.1419,7.363694e-01,7.836291e-28,2.350887e-27,7.363694e-01,7.363694e-01,0.000000,1.000000
BP1,4.2460,7.380338e-01,4.045886e-27,1.213766e-26,7.380338e-01,7.380338e-01,0.000000,1.000000
BP1,4.3526,7.395758e-01,2.004464e-26,6.013392e-26,7.395758e-01,7.395758e-01,0.000000,1.000000
BP1,4.4620,7.410014e-01,9.539058e-26,2.861717e-25,7.410014e-01,7.410014e-01,0.000000,1.000000
BP1,4.5741,7.423162e-01,4.364813e-25,1.309444e-24,7.423162e-01,7.423162e-01,0.000000,1.000000
BP1,4.6890,7.435257e-01,1.922200e-24,5.766599e-24,7.435257e-01,7.435257e-01,0.000000,1.000000
BP1,4.8068,7.446352e-01,8.154808e-24,2.446442e-23,7.446352e-01,7.446352e-01,0.000000,1.000000
BP1,4.9275,7.456497e-01,3.335883e-23,1.000765e-22,7.456497e-01,7.456497e-01,0.000000,1.000000
BP1,5.0513,7.465743e-01,1.316981e-22,3.950944e-22,7.465743e-01,7.465743e-01,0.000000,1.000000
BP1,5.1782,7.474136e-01,5.022274e-22,1.506682e-21,7.474136e-01,7.474136e-01,0.000000,1.000000
BP1,5.3083,7.481719e-01,1.851588e-21,5.554764e-21,7.481719e-01,7.481719e-01,0.000000,1.000000
BP1,5.4417,7.488537e-01,6.605008e-21,1.981502e-20,7.488537e-01,7.488537e-01,0.000000,1.000000
BP1,5.5784,7.494628e-01,2.281606e-20,6.844818e-20,7.494628e-01,7.494628e-01,0.000000,1.000000
BP1,5.7185,7.500030e-01,7.638196e-20,2.291459e-19,7.500030e-01,7.500030e-01,0.000000,1.000000
BP1,5.8622,7.504779e-01,2.480047e-19,7.440142e-19,7.504779e-01,7.504779e-01,0.000000,1.000000
BP1,6.0094,7.508908e-01,7.815851e-19,2.344755e-18,7.508908e-01,7.508908e-01,0.000000,1.000000
BP1,6.1604,7.512448e-01,2.392542e-18,7.177627e-18,7.512448e-01,7.512448e-01,0.000000,1.000000
BP1,6.3152,7.515427e-01,7.119054e-18,2.135716e-17,7.515427e-01,7.515427e-01,0.000000,1.000000
BP1,6.4738,7.517873e-01,2.060482e-17,6.181447e-17,7.517873e-01,7.517873e-01,0.000000,1.000000
BP1,6.6364,7.519808e-01,5.804927e-17,1.741478e-16,7.519808e-01,7.519808e-01,0.000000,1.000000
BP1,6.8031,7.521256e-01,1.592927e-16,4.778780e-16,7.521256e-01,7.521256e-01,0.000000,1.000000
BP1,6.9741,7.522237e-01,4.260385e-16,1.278116e-15,7.522237e-01,7.522237e-01,0.000000,1.000000
BP1,7.1493,7.522770e-01,1.111302e-15,3.333907e-15,7.522770e-01,7.522770e-01,0.000000,1.000000
BP1,7.3289,7.522869e-01,2.828884e-15,8.486652e-15,7.522869e-01,7.522869e-01,0.000000,1.000000
BP1,7.5130,7.522551e-01,7.031702e-15,2.109511e-14,7.522551e-01,7.522551e-01,0.000000,1.000000
BP1,7.7017,7.521827e-01,1.707751e-14,5.123254e-14,7.521827e-01,7.521827e-01,0.000000,1.000000
BP1,7.8952,7.520709e-01,4.054691e-14,1.216407e-13,7.520709e-01,7.520709e-01,0.000000,1.000000
BP1,8.0935,7.519206e-01,9.416817e-14,2.825045e-13,7.519206e-01,7.519206e-01,0.000000,1.000000
BP1,8.2968,7.517325e-01,2.140434e-13,6.421302e-13,7.517325e-01,7.517325e-01,0.000000,1.000000
BP1,8.5053,7.515073e-01,4.764127e-13,1.429238e-12,7.515073e-01,7.515073e-01,0.000000,1.000000
BP1,8.7189,7.512455e-01,1.038904e-12,3.116712e-12,7.512455e-01,7.512455e-01,0.000000,1.000000
BP1,8.9380,7.509472e-01,2.220749e-12,6.662246e-12,7.509472e-01,7.509472e-01,0.000000,1.000000
BP1,9.1625,7.506127e-01,4.655552e-12,1.396666e-11,7.506127e-01,7.506127e-01,0.000000,1.000000
BP1,9.3927,7.502419e-01,9.576379e-12,2.872914e-11,7.502419e-01,7.502419e-01,0.000000,1.000000
BP1,9.6287,7.498349e-01,1.933728e-11,5.801185e-11,7.498349e-01,7.498349e-01,0.000000,1.000000
BP1,9.8705,7.493913e-01,3.834901e-11,1.150470e-10,7.493913e-01,7.493913e-01,0.000000,1.000000
BP1,10.1185,7.489107e-01,7.472622e-11,2.241787e-10,7.489107e-01,7.489107e-01,0.000000,1.000000
BP1,10.3727,7.483927e-01,1.431341e-10,4.294022e-10,7.483927e-01,7.483927e-01,0.000000,1.000000
BP1,10.6333,7.478366e-01,2.696189e-10,8.088566e-10,7.478366e-01,7.478366e-01,0.000000,1.000000
BP1,10.9004,7.472417e-01,4.996623e-10,1.498987e-09,7.472417e-01,7.472417e-01,0.000000,1.000000
BP1,11.1742,7.466071e-01,9.113795e-10,2.734138e-09,7.466071e-01,7.466071e-01,0.000000,1.000000
BP1,11.4550,7.459319e-01,1.636783e-09,4.910348e-09,7.459319e-01,7.459319e-01,0.000000,1.000000
BP1,11.7427,7.452149e-01,2.895481e-09,8.686442e-09,7.452149e-01,7.452149e-01,0.000000,1.000000
BP1,12.0377,7.444550e-01,5.047224e-09,1.514167e-08,7.444550e-01,7.444550e-01,0.000000,1.000000
BP1,12.3401,7.436508e-01,8.672556e-09,2.601767e-08,7.436508e-01,7.436508e-01,0.000000,1.000000
BP1,12.6501,7.428009e-01,1.469470e-08,4.408409e-08,7.428009e-01,7.428009e-01,0.000000,1.000000
BP1,12.9679,7.419038e-01,2.456098e-08,7.368293e-08,7.419039e-01,7.419038e-01,0.000000,1.000000
BP1,13.2937,7.409578e-01,4.050891e-08,1.215267e-07,7.409579e-01,7.409578e-01,0.000000,1.000000
BP1,13.6277,7.399612e-01,6.595082e-08,1.978525e-07,7.399614e-01,7.399612e-01,0.000000,1.000000
BP1,13.9700,7.389121e-01,1.060219e-07,3.180657e-07,7.389124e-01,7.389122e-01,0.000000,1.000000
BP1,14.3210,7.378085e-01,1.683503e-07,5.050510e-07,7.378090e-01,7.378087e-01,0.000001,1.000000
BP1,14.6807,7.366484e-01,2.641248e-07,7.923743e-07,7.366492e-01,7.366486e-01,0.000001,1.000001
BP1,15.0495,7.354295e-01,4.095539e-07,1.228662e-06,7.354307e-01,7.354299e-01,0.000002,1.000001
BP1,15.4276,7.341497e-01,6.278361e-07,1.883508e-06,7.341515e-01,7.341503e-01,0.000003,1.000002
BP1,15.8152,7.328064e-01,9.517830e-07,2.855349e-06,7.328092e-01,7.328073e-01,0.000004,1.000003
BP1,16.2125,7.313971e-01,1.427268e-06,4.281803e-06,7.314014e-01,7.313985e-01,0.000006,1.000004
BP1,16.6198,7.299193e-01,2.117703e-06,6.353109e-06,7.299257e-01,7.299214e-01,0.000009,1.000006
BP1,17.0373,7.283702e-01,3.109778e-06,9.329333e-06,7.283796e-01,7.283734e-01,0.000013,1.000009
BP1,17.4653,7.267471e-01,4.520722e-06,1.356217e-05,7.267606e-01,7.267516e-01,0.000019,1.000012
BP1,17.9040,7.250468e-01,6.507383e-06,1.952215e-05,7.250664e-01,7.250533e-01,0.000027,1.000018
BP1,18.3538,7.232665e-01,9.277431e-06,2.783229e-05,7.232943e-01,7.232758e-01,0.000038,1.000026
BP1,18.8149,7.214030e-01,1.310302e-05,3.930906e-05,7.214423e-01,7.214161e-01,0.000054,1.000036
BP1,19.2876,7.194529e-01,1.833723e-05,5.501168e-05,7.195079e-01,7.194713e-01,0.000076,1.000051
BP1,19.7721,7.174131e-01,2.543357e-05,7.630072e-05,7.174894e-01,7.174385e-01,0.000106,1.000071
BP1,20.2688,7.152800e-01,3.496895e-05,1.049069e-04,7.153849e-01,7.153149e-01,0.000147,1.000098
BP1,20.7780,7.130501e-01,4.767010e-05,1.430103e-04,7.131931e-01,7.130977e-01,0.000201,1.000134
BP1,21.3000,7.107197e-01,6.444387e-05,1.933316e-04,7.109131e-01,7.107842e-01,0.000272,1.000181
BP1,21.8351,7.082853e-01,8.641120e-05,2.592336e-04,7.085445e-01,7.083717e-01,0.000366,1.000244
BP1,22.3836,7.057429e-01,1.149448e-04,3.448343e-04,7.060878e-01,7.058579e-01,0.000488,1.000326
BP1,22.9459,7.030888e-01,1.517101e-04,4.551303e-04,7.035439e-01,7.032405e-01,0.000647,1.000431
BP1,23.5223,7.003190e-01,1.987092e-04,5.961277e-04,7.009151e-01,7.005177e-01,0.000850,1.000567
BP1,24.1133,6.974295e-01,2.583270e-04,7.749809e-04,6.982045e-01,6.976878e-01,0.001110,1.000741
BP1,24.7190,6.944162e-01,3.333780e-04,1.000134e-03,6.954164e-01,6.947496e-01,0.001438,1.000960
BP1,25.3400,6.912752e-01,4.271541e-04,1.281462e-03,6.925567e-01,6.917023e-01,0.001850,1.001235
BP1,25.9766,6.880022e-01,5.434695e-04,1.630408e-03,6.896326e-01,6.885457e-01,0.002364,1.001579
BP1,26.6292,6.845932e-01,6.867035e-04,2.060111e-03,6.866533e-01,6.852799e-01,0.003000,1.002004
BP1,27.2981,6.810439e-01,8.618377e-04,2.585513e-03,6.836294e-01,6.819057e-01,0.003782,1.002528
BP1,27.9839,6.773503e-01,1.074485e-03,3.223455e-03,6.805738e-01,6.784248e-01,0.004736,1.003168
BP1,28.6869,6.735082e-01,1.330911e-03,3.992734e-03,6.775010e-01,6.748391e-01,0.005893,1.003944
BP1,29.4076,6.695136e-01,1.638042e-03,4.914125e-03,6.744278e-01,6.711517e-01,0.007286,1.004881
BP1,30.1464,6.653625e-01,2.003458e-03,6.010373e-03,6.713728e-01,6.673659e-01,0.008952,1.006004
BP1,30.9037,6.610508e-01,2.435374e-03,7.306121e-03,6.683569e-01,6.634862e-01,0.010931,1.007341
BP1,31.6800,6.565748e-01,2.942599e-03,8.827796e-03,6.654026e-01,6.595174e-01,0.013267,1.008923
BP1,32.4759,6.519307e-01,3.534479e-03,1.060344e-02,6.625341e-01,6.554652e-01,0.016004,1.010785
BP1,33.2917,6.471149e-01,4.220822e-03,1.266247e-02,6.597774e-01,6.513358e-01,0.019192,1.012961
BP1,34.1281,6.421241e-01,5.011795e-03,1.503539e-02,6.571595e-01,6.471359e-01,0.022879,1.015489
BP1,34.9854,6.369550e-01,5.917815e-03,1.775345e-02,6.547085e-01,6.428728e-01,0.027117,1.018411
BP1,35.8643,6.316046e-01,6.949411e-03,2.084823e-02,6.524529e-01,6.385540e-01,0.031954,1.021766
BP1,36.7653,6.260703e-01,8.117075e-03,2.435123e-02,6.504215e-01,6.341873e-01,0.037439,1.025598
BP1,37.6889,6.203495e-01,9.431101e-03,2.829330e-02,6.486428e-01,6.297806e-01,0.043619,1.029950
BP1,38.6357,6.144402e-01,1.090141e-02,3.270423e-02,6.471444e-01,6.253416e-01,0.050536,1.034865
BP1,39.6063,6.083406e-01,1.253738e-02,3.761213e-02,6.459527e-01,6.208780e-01,0.058227,1.040386
BP1,40.6013,6.020494e-01,1.434764e-02,4.304293e-02,6.450924e-01,6.163971e-01,0.066724,1.046553
BP1,41.6213,5.955658e-01,1.633994e-02,4.901982e-02,6.445857e-01,6.119058e-01,0.076049,1.053407
BP1,42.6668,5.888894e-01,1.852093e-02,5.556278e-02,6.444522e-01,6.074103e-01,0.086217,1.060983
BP1,43.7387,5.820203e-01,2.089603e-02,6.268808e-02,6.447084e-01,6.029163e-01,0.097235,1.069317
BP1,44.8375,5.749592e-01,2.346928e-02,7.040784e-02,6.453671e-01,5.984285e-01,0.109097,1.078436
BP1,45.9639,5.677076e-01,2.624323e-02,7.872968e-02,6.464373e-01,5.939508e-01,0.121790,1.088368
BP1,47.1186,5.602674e-01,2.921880e-02,8.765639e-02,6.479238e-01,5.894862e-01,0.135288,1.099133
BP1,48.3023,5.526414e-01,3.239524e-02,9.718572e-02,6.498272e-01,5.850367e-01,0.149556,1.110746
BP1,49.5157,5.448332e-01,3.577007e-02,1.073102e-01,6.521434e-01,5.806033e-01,0.164550,1.123217
BP1,50.7596,5.368471e-01,3.933905e-02,1.180171e-01,6.548642e-01,5.761861e-01,0.180216,1.136550
BP1,52.0348,5.286882e-01,4.309616e-02,1.292885e-01,6.579767e-01,5.717844e-01,0.196494,1.150743
BP1,53.3420,5.203627e-01,4.703365e-02,1.411010e-01,6.614637e-01,5.673964e-01,0.213316,1.165788
BP1,54.6820,5.118775e-01,5.114212e-02,1.534264e-01,6.653039e-01,5.630197e-01,0.230611,1.181671
BP1,56.0557,5.032407e-01,5.541051e-02,1.662315e-01,6.694722e-01,5.586512e-01,0.248302,1.198372
BP1,57.4640,4.944609e-01,5.983025e-02,1.794908e-01,6.739517e-01,5.542912e-01,0.266326,1.215880
BP1,58.9075,4.855482e-01,6.438100e-02,1.931430e-01,6.786912e-01,5.499292e-01,0.284582,1.234143
BP1,60.3874,4.765133e-01,6.905045e-02,2.071513e-01,6.836647e-01,5.455638e-01,0.303001,1.253134
BP1,61.9044,4.673680e-01,7.382238e-02,2.214671e-01,6.888352e-01,5.411904e-01,0.321510,1.272815
BP1,63.4596,4.581249e-01,7.867960e-02,2.360388e-01,6.941637e-01,5.368045e-01,0.340033,1.293141
BP1,65.0538,4.487976e-01,8.360410e-02,2.508123e-01,6.996099e-01,5.324017e-01,0.358503,1.314064
BP1,66.6880,4.394003e-01,8.857727e-02,2.657318e-01,7.051321e-01,5.279776e-01,0.376854,1.335534
BP1,68.3634,4.299482e-01,9.357999e-02,2.807400e-01,7.106882e-01,5.235282e-01,0.395026,1.357497
BP1,70.0808,4.204570e-01,9.859285e-02,2.957786e-01,7.162355e-01,5.190498e-01,0.412963,1.379897
BP1,71.8413,4.109429e-01,1.035963e-01,3.107889e-01,7.217318e-01,5.145392e-01,0.430616,1.402676
BP1,73.6461,4.014226e-01,1.085708e-01,3.257125e-01,7.271351e-01,5.099935e-01,0.447939,1.425773
BP1,75.4962,3.919132e-01,1.134971e-01,3.404912e-01,7.324044e-01,5.054103e-01,0.464895,1.449128
BP1,77.3928,3.824318e-01,1.183560e-01,3.550679e-01,7.374998e-01,5.007878e-01,0.481448,1.472679
BP1,79.3370,3.729957e-01,1.231290e-01,3.693871e-01,7.423828e-01,4.961247e-01,0.497570,1.496363
BP1,81.3301,3.636219e-01,1.277983e-01,3.833949e-01,7.470168e-01,4.914202e-01,0.513235,1.520118
BP1,83.3732,3.543273e-01,1.323465e-01,3.970396e-01,7.513668e-01,4.866738e-01,0.528423,1.543882
BP1,85.4677,3.451282e-01,1.367574e-01,4.102721e-01,7.554003e-01,4.818856e-01,0.543119,1.567593
BP1,87.6148,3.360405e-01,1.410154e-01,4.230462e-01,7.590868e-01,4.770559e-01,0.557309,1.591190
BP1,89.8158,3.270794e-01,1.451063e-01,4.353189e-01,7.623983e-01,4.721857e-01,0.570986,1.614615
BP1,92.0722,3.182840e-01,1.490168e-01,4.470503e-01,7.653344e-01,4.673008e-01,0.584124,1.637777
BP1,94.3852,3.096256e-01,1.527348e-01,4.582044e-01,7.678299e-01,4.623603e-01,0.596752,1.660674
BP1,96.7563,3.011355e-01,1.562495e-01,4.687486e-01,7.698841e-01,4.573850e-01,0.608856,1.683230
BP1,99.1870,2.928254e-01,1.595514e-01,4.786543e-01,7.714797e-01,4.523768e-01,0.620437,1.705392
BP1,101.6787,2.847055e-01,1.626323e-01,4.878970e-01,7.726026e-01,4.473379e-01,0.631498,1.727112
BP1,104.2330,2.767850e-01,1.654853e-01,4.964559e-01,7.732410e-01,4.422704e-01,0.642046,1.748345
BP1,106.8516,2.690717e-01,1.681047e-01,5.043142e-01,7.733860e-01,4.371765e-01,0.652086,1.769048
BP1,109.5358,2.615721e-01,1.704864e-01,5.114592e-01,7.730313e-01,4.320585e-01,0.661628,1.789182
BP1,112.2876,2.542915e-01,1.726272e-01,5.178817e-01,7.721731e-01,4.269187e-01,0.670681,1.808712
BP1,115.1084,2.472337e-01,1.745255e-01,5.235764e-01,7.708101e-01,4.217591e-01,0.679255,1.827607
BP1,118.0001,2.404014e-01,1.761806e-01,5.285417e-01,7.689431e-01,4.165819e-01,0.687361,1.845839
BP1,120.9645,2.337960e-01,1.775931e-01,5.327792e-01,7.665752e-01,4.113891e-01,0.695012,1.863382
BP1,124.0033,2.274179e-01,1.787645e-01,5.362936e-01,7.637115e-01,4.061824e-01,0.702220,1.880218
BP1,127.1185,2.212661e-01,1.797453e-01,5.392359e-01,7.605020e-01,4.010114e-01,0.709053,1.896460
BP1,130.3119,2.153387e-01,1.804562e-01,5.413685e-01,7.567072e-01,3.957949e-01,0.715427,1.911867
BP1,133.5856,2.096329e-01,1.809393e-01,5.428178e-01,7.524507e-01,3.905722e-01,0.721400,1.926534
BP1,136.9415,2.041448e-01,1.812002e-01,5.436007e-01,7.477455e-01,3.853450e-01,0.726986,1.940457
BP1,140.3817,1.988698e-01,1.812453e-01,5.437360e-01,7.426058e-01,3.801152e-01,0.732200,1.953634
BP1,143.9083,1.938027e-01,1.810815e-01,5.432445e-01,7.370472e-01,3.748842e-01,0.737055,1.966066
BP1,147.5235,1.889373e-01,1.807162e-01,5.421487e-01,7.310861e-01,3.696536e-01,0.741566,1.977760
BP1,151.2295,1.842672e-01,1.801575e-01,5.404725e-01,7.247396e-01,3.644247e-01,0.745747,1.988723
BP1,155.0287,1.797853e-01,1.794136e-01,5.382407e-01,7.180259e-01,3.591988e-01,0.749612,1.998965
BP1,158.9233,1.754840e-01,1.784931e-01,5.354793e-01,7.109633e-01,3.539771e-01,0.753174,2.008501
BP1,162.9157,1.714175e-01,1.774050e-01,5.322150e-01,7.036325e-01,3.488225e-01,0.756382,2.017165
BP1,167.0084,1.674688e-01,1.761583e-01,5.284748e-01,6.959436e-01,3.436270e-01,0.759364,2.025288
BP1,171.2039,1.636795e-01,1.747621e-01,5.242862e-01,6.879656e-01,3.384415e-01,0.762082,2.032746
BP1,175.5049,1.600416e-01,1.732255e-01,5.196766e-01,6.797182e-01,3.332672e-01,0.764547,2.039560
BP1,179.9138,1.565472e-01,1.715579e-01,5.146736e-01,6.712208e-01,3.281051e-01,0.766772,2.045750
BP1,184.4336,1.531882e-01,1.697681e-01,5.093043e-01,6.624925e-01,3.229563e-01,0.768770,2.051338
BP1,189.0668,1.499567e-01,1.678652e-01,5.035955e-01,6.535522e-01,3.178218e-01,0.770551,2.056348
BP1,193.8165,1.468447e-01,1.658579e-01,4.975737e-01,6.444184e-01,3.127026e-01,0.772128,2.060803
BP1,198.6855,1.438446e-01,1.637548e-01,4.912645e-01,6.351091e-01,3.075994e-01,0.773512,2.064728
BP1,203.6768,1.409488e-01,1.616440e-01,4.849321e-01,6.258809e-01,3.025928e-01,0.774799,2.068393
BP1,208.7935,1.381499e-01,1.593908e-01,4.781725e-01,6.163224e-01,2.975408e-01,0.775848,2.071388
BP1,214.0388,1.354409e-01,1.570688e-01,4.712063e-01,6.066472e-01,2.925097e-01,0.776739,2.073939
BP1,219.4158,1.328149e-01,1.546856e-01,4.640567e-01,5.968716e-01,2.875004e-01,0.777482,2.076072
BP1,224.9279,1.302651e-01,1.522487e-01,4.567461e-01,5.870113e-01,2.825139e-01,0.778087,2.077814
BP1,230.5784,1.277855e-01,1.497652e-01,4.492957e-01,5.770812e-01,2.775507e-01,0.778566,2.079192
BP1,236.3709,1.253698e-01,1.472419e-01,4.417257e-01,5.670955e-01,2.726117e-01,0.778926,2.080232
BP1,242.3090,1.230125e-01,1.446851e-01,4.340552e-01,5.570676e-01,2.676975e-01,0.779179,2.080959
BP1,248.3962,1.208046e-01,1.421007e-01,4.263021e-01,5.471067e-01,2.629053e-01,0.779194,2.081003
BP1,254.6363,1.185661e-01,1.394945e-01,4.184834e-01,5.370495e-01,2.580606e-01,0.779227,2.081099
BP1,261.0332,1.163733e-01,1.368716e-01,4.106148e-01,5.269881e-01,2.532449e-01,0.779173,2.080943
BP1,267.5908,1.142220e-01,1.342370e-01,4.027110e-01,5.169330e-01,2.484590e-01,0.779039,2.080557
BP1,274.3131,1.121083e-01,1.315951e-01,3.947854e-01,5.068937e-01,2.437034e-01,0.778833,2.079961
BP1,281.2043,1.100286e-01,1.289502e-01,3.868506e-01,4.968792e-01,2.389788e-01,0.778561,2.079177
BP1,288.2686,1.079796e-01,1.263972e-01,3.791915e-01,4.871711e-01,2.343767e-01,0.778354,2.078581
BP1,295.5104,1.059584e-01,1.237732e-01,3.713197e-01,4.772780e-01,2.297316e-01,0.777994,2.077546
BP1,302.9342,1.039622e-01,1.211587e-01,3.634762e-01,4.674384e-01,2.251210e-01,0.777592,2.076388
BP1,310.5444,1.019888e-01,1.185566e-01,3.556699e-01,4.576587e-01,2.205454e-01,0.777151,2.075122
BP1,318.3458,1.000358e-01,1.159697e-01,3.479090e-01,4.479448e-01,2.160055e-01,0.776678,2.073766
BP1,326.3431,9.810140e-02,1.134002e-01,3.402006e-01,4.383020e-01,2.115016e-01,0.776179,2.072334
BP1,334.5414,9.627784e-02,1.108504e-01,3.325511e-01,4.288289e-01,2.071282e-01,0.775487,2.070355
BP1,342.9457,9.439112e-02,1.083220e-01,3.249661e-01,4.193572e-01,2.027132e-01,0.774915,2.068722
BP1,351.5610,9.252040e-02,1.058169e-01,3.174506e-01,4.099710e-01,1.983373e-01,0.774325,2.067040
BP1,360.3928,9.066472e-02,1.033362e-01,3.100087e-01,4.006734e-01,1.940010e-01,0.773719,2.065317
BP1,369.4465,8.882328e-02,1.008814e-01,3.026443e-01,3.914675e-01,1.897047e-01,0.773102,2.063563
BP1,378.7276,8.699546e-02,9.854194e-02,2.956258e-01,3.826213e-01,1.855374e-01,0.772633,2.062233
BP1,388.2419,8.518076e-02,9.615527e-02,2.884658e-01,3.736466e-01,1.813360e-01,0.772029,2.060520
BP1,397.9952,8.337883e-02,9.379848e-02,2.813955e-01,3.647743e-01,1.771773e-01,0.771423,2.058809
BP1,407.9935,8.158940e-02,9.147222e-02,2.744166e-01,3.560061e-01,1.730616e-01,0.770820,2.057106
BP1,418.2429,7.981235e-02,8.917699e-02,2.675310e-01,3.473433e-01,1.689893e-01,0.770221,2.055416
BP1,428.7499,7.813555e-02,8.691320e-02,2.607396e-01,3.388752e-01,1.650488e-01,0.769427,2.053182
BP1,439.5208,7.639580e-02,8.468116e-02,2.540435e-01,3.304393e-01,1.610770e-01,0.768805,2.051437
BP1,450.5623,7.466970e-02,8.248108e-02,2.474432e-01,3.221129e-01,1.571508e-01,0.768188,2.049706
BP1,461.8812,7.295746e-02,8.031310e-02,2.409393e-01,3.138968e-01,1.532706e-01,0.767575,2.047991
BP1,473.4844,7.125931e-02,7.817731e-02,2.345319e-01,3.057912e-01,1.494366e-01,0.766967,2.046294
BP1,485.3791,6.957553e-02,7.616433e-02,2.284930e-01,2.980685e-01,1.457399e-01,0.766579,2.045209
BP1,497.5727,6.790642e-02,7.410494e-02,2.223148e-01,2.902212e-01,1.420114e-01,0.766018,2.043648
BP1,510.0725,6.625231e-02,7.207870e-02,2.162361e-01,2.824884e-01,1.383310e-01,0.765469,2.042119
BP1,522.8864,6.461356e-02,7.008556e-02,2.102567e-01,2.748702e-01,1.346991e-01,0.764931,2.040624
BP1,536.0222,6.307527e-02,6.812540e-02,2.043762e-01,2.674515e-01,1.312007e-01,0.764162,2.038492
BP1,549.4879,6.147900e-02,6.619812e-02,1.985943e-01,2.600733e-01,1.276771e-01,0.763609,2.036961
BP1,563.2920,5.990002e-02,6.430357e-02,1.929107e-01,2.528107e-01,1.242036e-01,0.763064,2.035454
BP1,577.4428,5.833872e-02,6.244161e-02,1.873248e-01,2.456635e-01,1.207803e-01,0.762526,2.033970
BP1,591.9492,5.679546e-02,6.069372e-02,1.820812e-01,2.388766e-01,1.174892e-01,0.762239,2.033180
BP1,606.8199,5.527063e-02,5.890620e-02,1.767186e-01,2.319892e-01,1.141768e-01,0.761753,2.031842
BP1,622.0642,5.376458e-02,5.715149e-02,1.714545e-01,2.252191e-01,1.109161e-01,0.761279,2.030536
BP1,637.6915,5.234961e-02,5.542943e-02,1.662883e-01,2.186379e-01,1.077790e-01,0.760565,2.028575
BP1,653.7114,5.089053e-02,5.373984e-02,1.612195e-01,2.121101e-01,1.046304e-01,0.760075,2.027232
BP1,670.1337,4.945181e-02,5.208257e-02,1.562477e-01,2.056995e-01,1.015344e-01,0.759592,2.025910
BP1,686.9686,4.803375e-02,5.052250e-02,1.515675e-01,1.996013e-01,9.855626e-02,0.759351,2.025252
BP1,704.2264,4.663666e-02,4.893671e-02,1.468101e-01,1.934468e-01,9.557337e-02,0.758917,2.024066
BP1,721.9178,4.526081e-02,4.738321e-02,1.421496e-01,1.874104e-01,9.264402e-02,0.758494,2.022909
BP1,740.0535,4.390645e-02,4.586182e-02,1.375855e-01,1.814919e-01,8.976827e-02,0.758080,2.021782
BP1,758.6449,4.264044e-02,4.437237e-02,1.331171e-01,1.757575e-01,8.701281e-02,0.757391,2.019904
BP1,777.7033,4.133672e-02,4.291467e-02,1.287440e-01,1.700807e-01,8.425139e-02,0.756958,2.018729
BP1,797.2405,4.005555e-02,4.148855e-02,1.244656e-01,1.645212e-01,8.154410e-02,0.756533,2.017573
BP1,817.2686,3.879712e-02,4.015618e-02,1.204685e-01,1.592657e-01,7.895330e-02,0.756400,2.017213
BP1,837.7997,3.756159e-02,3.879886e-02,1.163966e-01,1.539582e-01,7.636046e-02,0.756027,2.016203
BP1,858.8466,3.640295e-02,3.747285e-02,1.124186e-01,1.488215e-01,7.387580e-02,0.755392,2.014482
BP1,880.4223,3.521902e-02,3.617793e-02,1.085338e-01,1.437528e-01,7.139695e-02,0.755003,2.013431
BP1,902.5400,3.405866e-02,3.491386e-02,1.047416e-01,1.388002e-01,6.897252e-02,0.754621,2.012399
BP1,925.2133,3.292194e-02,3.373233e-02,1.011970e-01,1.341189e-01,6.665427e-02,0.754532,2.012158
BP1,948.4562,3.180893e-02,3.253417e-02,9.760250e-02,1.294114e-01,6.434310e-02,0.754203,2.011271
BP1,972.2830,3.071967e-02,3.136634e-02,9.409901e-02,1.248187e-01,6.208601e-02,0.753886,2.010416
BP1,996.7084,2.970469e-02,3.022855e-02,9.068565e-02,1.203903e-01,5.993324e-02,0.753263,2.008741
BP1,1021.7473,2.866752e-02,2.912051e-02,8.736152e-02,1.160290e-01,5.778803e-02,0.752928,2.007839
