chi2,m_chi_GeV,m_phi_GeV,alpha,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
137.159885,49.417134,0.0011285020,4.686599e-05,1.417848e+01,5.810310e+00,3.787124e+00,2.624535e+00,2.227552e+00,1.911598e+00,1.228902e-01,9.773381e-02,7.222581e-03,5.925957e-03,4.960865e-03,3.108276e-04
5.749712,100.000000,0.0127351667,2.391034e-03,5.501876e-01,5.779795e-01,6.561803e-01,6.925757e-01,6.966587e-01,6.938570e-01,2.932284e-01,2.659606e-01,5.973712e-02,5.145709e-02,4.470967e-02,3.408613e-03
26.285199,42.919343,0.0019575253,8.394657e-05,6.117666e+00,3.952143e+00,3.027505e+00,2.332766e+00,2.059374e+00,1.826146e+00,1.488999e-01,1.193813e-01,9.171368e-03,7.548645e-03,6.287830e-03,3.855504e-04
1943.798364,42.919343,0.0001246471,4.869094e-06,5.261688e+01,8.691565e+00,4.852911e+00,3.080009e+00,2.530886e+00,2.121375e+00,1.137347e-01,9.040422e-02,6.432217e-03,5.055877e-03,4.042769e-03,6.495104e-05
17.396795,100.000000,0.0008109224,1.402518e-05,3.431441e+00,6.996535e-01,4.038817e-01,2.615880e-01,2.168294e-01,1.826552e-01,1.003908e-02,7.947956e-03,5.921759e-04,4.891260e-04,4.099616e-04,1.771243e-05
9.676210,37.275937,0.0027241463,1.052018e-04,3.094122e+00,2.160624e+00,1.817621e+00,1.519397e+00,1.387911e+00,1.268307e+00,1.342545e-01,1.083611e-01,8.744799e-03,7.205776e-03,6.027949e-03,3.662796e-04
2.740537,86.851137,0.0073417495,2.126168e-03,2.107463e+00,2.977317e+00,2.994644e+00,2.809875e+00,2.692826e+00,2.573428e+00,9.230851e-01,8.352389e-01,1.731643e-01,1.481343e-01,1.279154e-01,9.255409e-03
540.191174,49.417134,0.0003359318,1.118631e-05,2.793447e+01,5.346073e+00,3.060177e+00,1.973591e+00,1.632209e+00,1.372634e+00,7.458934e-02,5.912675e-02,4.428560e-03,3.651387e-03,3.067965e-03,1.142364e-04
6.791575,86.851137,0.0042324759,2.857322e-04,2.285850e+00,2.175154e+00,1.872126e+00,1.582579e+00,1.454572e+00,1.338458e+00,1.697034e-01,1.380104e-01,1.136486e-02,9.333318e-03,7.823434e-03,4.771498e-04
6.466348,86.851137,0.0047253666,3.016356e-04,1.747641e+00,1.694185e+00,1.498626e+00,1.290945e+00,1.195120e+00,1.106521e+00,1.495051e-01,1.219132e-01,1.019552e-02,8.385344e-03,7.028406e-03,4.289544e-04
4.025566,37.275937,0.0073417495,1.291655e-03,2.296474e+00,2.037445e+00,1.958848e+00,1.963927e+00,1.982565e+00,2.003972e+00,1.166441e+00,1.039510e+00,1.646497e-01,1.388369e-01,1.184971e-01,8.091479e-03
80.941994,86.851137,0.0037909973,1.097871e-03,1.022518e+01,9.821487e+00,8.234424e+00,7.053371e+00,6.593407e+00,6.198874e+00,1.781843e+00,1.554599e+00,2.017575e-01,1.682013e-01,1.419254e-01,8.995588e-03
8.389767,86.851137,0.0058900304,1.679425e-03,3.362951e+00,4.637216e+00,4.326047e+00,3.876171e+00,3.660056e+00,3.460262e+00,1.157184e+00,1.035337e+00,1.811578e-01,1.533163e-01,1.311007e-01,8.884603e-03
104.124425,56.898660,0.0001936627,4.206947e-06,1.216502e+01,2.031425e+00,1.137560e+00,7.239167e-01,5.951895e-01,4.981967e-01,2.671210e-02,2.119874e-02,1.611478e-03,1.278443e-03,1.029364e-03,2.044554e-05
26.753450,24.420531,0.0024399977,1.442801e-04,6.349208e+00,4.758937e+00,4.182835e+00,3.690310e+00,3.461656e+00,3.244004e+00,4.572770e-01,3.722376e-01,3.152885e-02,2.603740e-02,2.185391e-02,1.330865e-03
4.273716,24.420531,0.0114067946,2.679735e-03,1.287621e+00,1.300280e+00,1.271749e+00,1.236021e+00,1.216902e+00,1.197803e+00,1.085106e+00,1.048167e+00,3.286842e-01,2.873089e-01,2.528654e-01,2.224373e-02
4.601884,49.417134,0.0158740105,6.398217e-03,7.985742e-01,7.418202e-01,7.052770e-01,6.932928e-01,7.005191e-01,7.154177e-01,7.882880e-01,7.356998e-01,2.653971e-01,2.412354e-01,2.202782e-01,3.012427e-02
2.146733,86.851137,0.0073417495,1.865762e-03,1.958390e+00,2.689102e+00,2.723056e+00,2.571336e+00,2.470683e+00,2.366252e+00,8.186012e-01,7.362077e-01,1.393685e-01,1.184998e-01,1.018036e-01,7.105385e-03
9.135029,56.898660,0.0030413853,1.090186e-04,2.283492e+00,1.617145e+00,1.307229e+00,1.048815e+00,9.409876e-01,8.461869e-01,7.746722e-02,6.227561e-02,4.892099e-03,4.016926e-03,3.363901e-03,2.046458e-04
179.820562,32.374575,0.0012599210,6.443985e-05,1.610160e+01,9.249003e+00,6.720327e+00,4.989368e+00,4.342079e+00,3.803855e+00,2.831307e-01,2.262629e-01,1.712807e-02,1.408929e-02,1.176943e-02,7.247666e-04
17.504009,100.000000,0.0002413949,3.507536e-06,3.177413e+00,5.143841e-01,2.859583e-01,1.813400e-01,1.493613e-01,1.245136e-01,6.721561e-03,5.340642e-03,3.451104e-04,2.700268e-04,2.139590e-04,3.100137e-06
351.874439,49.417134,0.0003359318,1.000119e-05,2.259110e+01,4.282375e+00,2.448904e+00,1.578651e+00,1.305405e+00,1.097690e+00,5.962210e-02,4.726214e-02,3.539897e-03,2.918678e-03,2.452330e-03,9.131330e-05
321.458947,42.919343,0.0004674920,1.410616e-05,2.161095e+01,4.810921e+00,2.809809e+00,1.831967e+00,1.523171e+00,1.285470e+00,7.254404e-02,5.735507e-02,4.236755e-03,3.492854e-03,2.923748e-03,1.534347e-04
2.969959,37.275937,0.0073417495,1.065088e-03,1.962767e+00,1.745397e+00,1.662533e+00,1.642071e+00,1.645453e+00,1.652197e+00,8.993713e-01,7.956292e-01,1.150976e-01,9.663296e-02,8.221028e-02,5.487104e-03
1.574615,100.000000,0.0081967290,1.913333e-03,1.408106e+00,1.969913e+00,1.967776e+00,1.839590e+00,1.761099e+00,1.681764e+00,5.845009e-01,5.263476e-01,1.013841e-01,8.629110e-02,7.419430e-02,5.204340e-03
6.625031,20.691381,0.0113379100,1.055727e-03,4.341405e-01,5.202576e-01,5.205888e-01,5.136669e-01,5.086828e-01,5.030097e-01,3.284266e-01,3.101223e-01,7.461851e-02,6.379290e-02,5.506860e-02,4.175606e-03
4.160199,100.000000,0.0102169815,1.655699e-03,7.556625e-01,8.771863e-01,9.499768e-01,9.514811e-01,9.359106e-01,9.141390e-01,3.261678e-01,2.912224e-01,5.069427e-02,4.291657e-02,3.674798e-02,2.514188e-03
69.691429,86.851137,0.0001000000,2.355627e-06,9.775328e+00,1.510375e+00,8.346059e-01,5.277271e-01,4.343257e-01,3.626308e-01,2.009006e-02,1.601041e-02,5.996141e-04,4.504200e-04,3.374909e-04,3.877396e-06
236.459061,49.417134,0.0002162156,5.492720e-06,1.851827e+01,3.189206e+00,1.798985e+00,1.148435e+00,9.459756e-01,7.928378e-01,4.246766e-02,3.369595e-02,2.564029e-03,2.117545e-03,1.778076e-03,4.386422e-05
54.776605,24.420531,0.0019575253,1.115097e-04,8.966971e+00,6.353097e+00,5.414701e+00,4.596062e+00,4.228716e+00,3.890217e+00,4.410725e-01,3.566534e-01,2.912994e-02,2.399742e-02,2.009460e-02,1.219558e-03
816.271622,49.417134,0.0001936627,6.673331e-06,3.425747e+01,5.870762e+00,3.305587e+00,2.105071e+00,1.733841e+00,1.451565e+00,7.784716e-02,6.173680e-02,4.712638e-03,3.895994e-03,3.187157e-03,6.865457e-05
97.410242,100.000000,0.0037909973,1.242111e-03,1.146496e+01,9.104710e+00,7.513016e+00,6.501739e+00,6.126054e+00,5.804930e+00,1.797159e+00,1.579017e+00,2.206719e-01,1.844404e-01,1.561298e-01,1.000914e-02
261.907017,100.000000,0.0009053579,4.643744e-05,1.953371e+01,5.404470e+00,3.284290e+00,2.187198e+00,1.831025e+00,1.553516e+00,9.003543e-02,7.113897e-02,5.267145e-03,4.337787e-03,3.636911e-03,1.688852e-04
804.116070,42.919343,0.0003750526,1.351241e-05,3.399957e+01,7.035666e+00,4.069230e+00,2.638652e+00,2.189612e+00,1.844156e+00,1.018297e-01,8.073362e-02,6.000752e-03,4.943610e-03,4.152498e-03,1.885565e-04
92.156074,100.000000,0.0037909973,1.200327e-03,1.118459e+01,8.945432e+00,7.378749e+00,6.371827e+00,5.996319e+00,5.675359e+00,1.727488e+00,1.514841e+00,2.069103e-01,1.729430e-01,1.462937e-01,9.344091e-03
6.110440,37.275937,0.0142182337,5.790354e-03,1.124435e+00,1.071874e+00,1.027946e+00,9.881048e-01,9.751603e-01,9.688930e-01,1.153016e+00,1.094557e+00,3.940721e-01,3.562612e-01,3.236765e-01,4.137989e-02
1942.594727,86.851137,0.0003008917,1.782517e-05,5.258712e+01,9.741019e+00,5.526556e+00,3.539737e+00,2.918227e+00,2.444355e+00,1.314688e-01,1.042175e-01,7.909225e-03,6.277932e-03,5.064004e-03,1.022929e-04
1.363090,86.851137,0.0091512747,2.268457e-03,1.279460e+00,1.574955e+00,1.717563e+00,1.719524e+00,1.689476e+00,1.647945e+00,6.252325e-01,5.668742e-01,1.231551e-01,1.057648e-01,9.163268e-02,6.816186e-03
16.001543,37.275937,0.0042324759,5.190720e-04,4.867765e+00,4.194208e+00,4.169609e+00,4.100935e+00,4.032720e+00,3.945213e+00,1.038577e+00,8.739865e-01,8.785573e-02,7.286899e-02,6.133935e-02,3.811899e-03
6.702273,7.906043,0.0114067946,2.038542e-03,2.944640e-01,7.016963e-01,7.968247e-01,8.496664e-01,8.668810e-01,8.799867e-01,7.991962e-01,7.706148e-01,3.912668e-01,3.567983e-01,3.255516e-01,3.814214e-02
18.989257,21.209509,0.0033955682,2.946663e-04,5.354945e+00,4.587650e+00,4.185247e+00,3.883889e+00,3.756159e+00,3.636565e+00,9.534741e-01,7.980456e-01,7.760504e-02,6.432284e-02,5.418315e-02,3.380318e-03
74.062859,42.919343,0.0014066445,5.976226e-05,1.042955e+01,5.508826e+00,3.859138e+00,2.796671e+00,2.412072e+00,2.097330e+00,1.478961e-01,1.181264e-01,8.827556e-03,7.242305e-03,6.074510e-03,3.760267e-04
3.242199,18.420700,0.0052756566,4.742263e-04,2.183543e+00,2.185322e+00,2.078458e+00,1.961269e+00,1.904878e+00,1.851617e+00,8.152704e-01,7.160183e-01,9.182807e-02,7.672736e-02,6.501840e-02,4.307990e-03
2.652913,49.417134,0.0091512747,2.085441e-03,1.643085e+00,1.448797e+00,1.470903e+00,1.563339e+00,1.611620e+00,1.653878e+00,9.997410e-01,9.033315e-01,1.853675e-01,1.588094e-01,1.373732e-01,1.026590e-02
5.617222,49.417134,0.0158740105,3.528540e-03,5.492778e-01,5.171274e-01,4.927992e-01,4.753787e-01,4.716743e-01,4.715519e-01,4.820376e-01,4.512572e-01,1.317914e-01,1.161690e-01,1.030514e-01,9.728374e-03
13.151789,86.851137,0.0017533409,3.491563e-05,2.379603e+00,8.397638e-01,5.295085e-01,3.598880e-01,3.033943e-01,2.589469e-01,1.601808e-02,1.272644e-02,9.346937e-04,7.684297e-04,6.436014e-04,4.059399e-05
26.104602,100.000000,0.0003750526,7.165601e-06,5.211624e+00,8.916442e-01,5.009752e-01,3.197120e-01,2.632387e-01,2.203013e-01,1.179670e-02,9.366652e-03,7.160154e-04,5.866097e-04,4.748071e-04,9.950562e-06
3.321246,37.275937,0.0114067946,2.549976e-03,1.157339e+00,1.090204e+00,1.038175e+00,9.992044e-01,9.888303e-01,9.848512e-01,9.074170e-01,8.438430e-01,2.109332e-01,1.829302e-01,1.599174e-01,1.319743e-02
4.542500,9.102982,0.0102169815,1.462610e-03,3.807338e-01,7.568538e-01,8.264293e-01,8.610989e-01,8.712720e-01,8.783191e-01,7.117364e-01,6.805663e-01,2.826063e-01,2.515592e-01,2.246684e-01,2.185276e-02
721.659349,56.898660,0.0001553689,5.466221e-06,3.223206e+01,5.319112e+00,2.969881e+00,1.882582e+00,1.550668e+00,1.294931e+00,6.958232e-02,5.540399e-02,3.812871e-03,2.991673e-03,2.382423e-03,3.642440e-05
7.020415,86.851137,0.0047253666,2.696790e-04,1.579604e+00,1.480924e+00,1.300960e+00,1.114033e+00,1.028380e+00,9.494486e-01,1.213494e-01,9.867033e-02,8.127880e-03,6.699509e-03,5.598967e-03,3.418577e-04
1.836077,65.512856,0.0102169815,2.864972e-03,1.325555e+00,1.242525e+00,1.402214e+00,1.538895e+00,1.582054e+00,1.608847e+00,8.078219e-01,7.361650e-01,1.851027e-01,1.611116e-01,1.412492e-01,1.165027e-02
11.021150,49.417134,0.0042324759,1.042282e-04,8.055023e-01,5.677885e-01,4.825133e-01,4.103795e-01,3.782291e-01,3.485995e-01,4.052044e-02,3.279172e-02,2.694367e-03,2.221156e-03,1.861176e-03,1.130427e-04
204.044208,37.275937,0.0008109224,2.826112e-05,1.726404e+01,6.013079e+00,3.784210e+00,2.569243e+00,2.165194e+00,1.847536e+00,1.145690e-01,9.099795e-02,6.693802e-03,5.511367e-03,4.597120e-03,2.896873e-04
21.578647,56.898660,0.0052756566,1.394471e-03,4.685368e+00,5.611075e+00,5.915031e+00,5.790924e+00,5.645226e+00,5.472296e+00,1.802793e+00,1.594984e+00,2.465244e-01,2.074111e-01,1.766612e-01,1.170609e-02
39.083438,56.898660,0.0007263372,1.515293e-05,7.087084e+00,1.690615e+00,9.968932e-01,6.533845e-01,5.441366e-01,4.598766e-01,2.634813e-02,2.088439e-02,1.535639e-03,1.263473e-03,1.059770e-03,6.054831e-05
4.520849,15.998587,0.0058900304,7.166419e-04,2.381756e+00,2.512699e+00,2.442571e+00,2.348978e+00,2.298974e+00,2.248967e+00,1.248255e+00,1.133075e+00,1.844932e-01,1.552849e-01,1.323675e-01,9.171333e-03
2.988104,42.919343,0.0081967290,1.078738e-03,1.416141e+00,1.252886e+00,1.199449e+00,1.192997e+00,1.198639e+00,1.205778e+00,6.447393e-01,5.698697e-01,8.227854e-02,6.907432e-02,5.876197e-02,3.923228e-03
3.038938,56.898660,0.0127351667,4.202268e-03,1.025616e+00,9.108030e-01,9.170406e-01,9.911850e-01,1.036399e+00,1.079859e+00,8.034904e-01,7.386123e-01,2.267693e-01,2.018098e-01,1.805724e-01,1.841715e-02
6.437185,28.117687,0.0037909973,2.295874e-04,2.918374e+00,2.385627e+00,2.157211e+00,1.981243e+00,1.901992e+00,1.825482e+00,3.793829e-01,3.136552e-01,2.867774e-02,2.371495e-02,1.994224e-02,1.233189e-03
20.745188,100.000000,0.0002162156,3.569040e-06,4.118580e+00,6.615967e-01,3.674101e-01,2.326189e-01,1.913196e-01,1.600478e-01,8.648274e-03,6.869574e-03,4.181084e-04,3.241847e-04,2.543498e-04,3.638899e-06
4.592038,56.898660,0.0081967290,2.461296e-03,2.251263e+00,2.165100e+00,2.448082e+00,2.650718e+00,2.704409e+00,2.730222e+00,1.276331e+00,1.157607e+00,2.641492e-01,2.279772e-01,1.983836e-01,1.538860e-02
2.701358,21.209509,0.0065759507,6.148938e-04,1.518670e+00,1.532515e+00,1.468163e+00,1.395140e+00,1.359399e+00,1.325450e+00,6.692897e-01,5.965381e-01,8.470059e-02,7.097670e-02,6.029275e-02,4.062189e-03
6.833804,42.919343,0.0220907117,1.707527e-02,6.336156e-01,6.119084e-01,5.927460e-01,5.709726e-01,5.609019e-01,5.528462e-01,7.995969e-01,7.705902e-01,3.534298e-01,3.321771e-01,3.132150e-01,8.478326e-02
110.440479,49.417134,0.0008109224,2.421758e-05,1.267675e+01,3.679950e+00,2.236799e+00,1.489693e+00,1.247237e+00,1.058770e+00,6.284537e-02,4.991892e-02,3.654539e-03,3.007293e-03,2.517643e-03,1.601149e-04
16.926714,100.000000,0.0007263372,1.180450e-05,3.209685e+00,6.258810e-01,3.592579e-01,2.318509e-01,1.920554e-01,1.614257e-01,8.810302e-03,6.993538e-03,5.217361e-04,4.307602e-04,3.612087e-04,1.426324e-05
8.367009,100.000000,0.0047253666,2.235414e-04,1.299640e+00,1.149762e+00,9.680325e-01,8.033142e-01,7.320918e-01,6.682201e-01,7.449914e-02,6.026694e-02,4.834766e-03,3.966468e-03,3.322835e-03,2.028992e-04
47.334941,65.512856,0.0001936627,3.597391e-06,7.831339e+00,1.288414e+00,7.203396e-01,4.573992e-01,3.759614e-01,3.136852e-01,1.687731e-02,1.338124e-02,9.615697e-04,7.570370e-04,6.060600e-04,9.990301e-06
4.728726,37.275937,0.0158740105,5.281197e-03,7.919785e-01,7.660885e-01,7.410686e-01,7.139187e-01,7.016968e-01,6.916262e-01,8.055217e-01,7.747098e-01,2.842370e-01,2.558003e-01,2.313956e-01,2.791833e-02
5.459393,86.851137,0.0065759507,5.434218e-04,1.159931e+00,1.209671e+00,1.186795e+00,1.107073e+00,1.058973e+00,1.009500e+00,2.111016e-01,1.766478e-01,1.714149e-02,1.417720e-02,1.190767e-02,7.307946e-04
44.104897,86.851137,0.0001553689,3.211658e-06,7.487240e+00,1.182586e+00,6.569893e-01,4.155068e-01,3.413602e-01,2.848105e-01,1.555740e-02,1.237694e-02,6.584889e-04,5.083352e-04,3.937567e-04,5.549237e-06
128.959296,65.512856,0.0005219336,1.457254e-05,1.364600e+01,2.783675e+00,1.606825e+00,1.040544e+00,8.623794e-01,7.263913e-01,3.997079e-02,3.163374e-02,2.355970e-03,1.944871e-03,1.630487e-03,6.961176e-05
4.850998,32.374575,0.0158740105,3.486452e-03,6.006926e-01,6.022054e-01,5.893841e-01,5.734714e-01,5.649252e-01,5.563626e-01,5.443553e-01,5.307486e-01,1.883646e-01,1.665957e-01,1.481980e-01,1.449387e-02
4.287712,100.000000,0.0148492100,4.833473e-03,5.545691e-01,5.914867e-01,6.979400e-01,7.558188e-01,7.674044e-01,7.700236e-01,3.624990e-01,3.374651e-01,1.135547e-01,1.017508e-01,9.164570e-02,1.005272e-02
81.137184,56.898660,0.0010107909,3.249421e-05,1.083666e+01,3.508964e+00,2.175473e+00,1.464612e+00,1.230704e+00,1.047676e+00,6.341041e-02,5.042386e-02,3.688044e-03,3.040422e-03,2.546392e-03,1.612764e-04
2.803920,18.420700,0.0058900304,4.718896e-04,1.476732e+00,1.534044e+00,1.474803e+00,1.402034e+00,1.364746e+00,1.328255e+00,6.032496e-01,5.339631e-01,7.217462e-02,6.039366e-02,5.124514e-02,3.441471e-03
4.692171,10.000000,0.0050468690,5.585257e-04,2.094317e+00,2.628596e+00,2.639652e+00,2.601608e+00,2.572285e+00,2.538381e+00,1.380344e+00,1.266786e+00,2.349353e-01,1.987184e-01,1.700663e-01,1.221687e-02
571.376577,42.919343,0.0003008917,9.424463e-06,2.872051e+01,5.452828e+00,3.119936e+00,2.009706e+00,1.664543e+00,1.400060e+00,7.607884e-02,6.034705e-02,4.510227e-03,3.722432e-03,3.124519e-03,1.193326e-04
12.445736,75.431201,0.0021854879,3.671371e-05,1.358277e+00,5.874592e-01,3.897223e-01,2.729132e-01,2.324822e-01,2.001006e-01,1.319976e-02,1.052397e-02,7.794164e-04,6.412904e-04,5.367657e-04,3.338272e-05
13.072990,100.000000,0.0019575253,3.406735e-05,1.637361e+00,5.647096e-01,3.544150e-01,2.402462e-01,2.023502e-01,1.725817e-01,1.061257e-02,8.416426e-03,6.189381e-04,5.085281e-04,4.267931e-04,2.691720e-05
117.674701,37.275937,0.0009053579,2.910080e-05,1.313146e+01,4.886847e+00,3.122367e+00,2.138424e+00,1.807533e+00,1.546057e+00,9.766263e-02,7.768573e-02,5.726531e-03,4.704103e-03,3.943054e-03,2.466313e-04
8.705332,24.420531,0.0030413853,1.558631e-04,3.482987e+00,2.744145e+00,2.419816e+00,2.162068e+00,2.047066e+00,1.938361e+00,3.288624e-01,2.696008e-01,2.369373e-02,1.959179e-02,1.647266e-02,1.009715e-03
3.443250,65.512856,0.0102169815,1.655470e-03,9.418864e-01,8.386162e-01,8.848238e-01,9.445830e-01,9.668215e-01,9.820973e-01,4.858391e-01,4.341279e-01,7.636208e-02,6.477197e-02,5.553996e-02,3.883887e-03
3.964051,56.898660,0.0091512747,1.150754e-03,1.022116e+00,8.921346e-01,8.940556e-01,9.231649e-01,9.364593e-01,9.460407e-01,4.471657e-01,3.938326e-01,5.667421e-02,4.758007e-02,4.047597e-02,2.688125e-03
3.181153,24.420531,0.0065759507,5.754389e-04,1.466061e+00,1.425202e+00,1.348458e+00,1.271877e+00,1.237357e+00,1.206041e+00,5.696778e-01,5.014871e-01,6.550783e-02,5.475935e-02,4.642744e-02,3.085410e-03
67.427459,75.431201,0.0021854879,1.667369e-04,9.942297e+00,6.618476e+00,5.004350e+00,3.863202e+00,3.422804e+00,3.048623e+00,2.664415e-01,2.137581e-01,1.625648e-02,1.337467e-02,1.119295e-02,6.921530e-04
16.278071,100.000000,0.0014066445,3.072112e-05,3.437608e+00,9.811684e-01,5.950618e-01,3.958083e-01,3.312352e-01,2.810766e-01,1.655073e-02,1.314035e-02,9.623960e-04,7.927606e-04,6.642966e-04,3.963232e-05
111.687148,75.431201,0.0021854879,2.085943e-04,1.267344e+01,8.759811e+00,6.748329e+00,5.306216e+00,4.742344e+00,4.258857e+00,4.116352e-01,3.312855e-01,2.556223e-02,2.103222e-02,1.760152e-02,1.086029e-03
7.041627,86.851137,0.0042324759,3.780485e-04,2.937524e+00,2.992129e+00,2.606456e+00,2.230937e+00,2.063996e+00,1.912057e+00,2.829628e-01,2.320864e-01,1.991827e-02,1.637593e-02,1.373350e-02,8.382800e-04
2.033887,69.519280,0.0099071320,3.374628e-03,1.511942e+00,1.552283e+00,1.800696e+00,1.945101e+00,1.975886e+00,1.984831e+00,9.122235e-01,8.375429e-01,2.341945e-01,2.057599e-01,1.819294e-01,1.612774e-02
3.051310,56.898660,0.0065759507,8.398746e-04,1.927547e+00,1.764727e+00,1.845371e+00,1.874729e+00,1.865114e+00,1.842570e+00,5.978928e-01,5.147818e-01,6.104255e-02,5.081981e-02,4.296402e-02,2.721050e-03
9.329816,37.275937,0.0047253666,1.509448e-04,8.848036e-01,6.992674e-01,6.151927e-01,5.485274e-01,5.189958e-01,4.912072e-01,8.356164e-02,6.851892e-02,6.032524e-03,4.989101e-03,4.185956e-03,2.569257e-04
26.215282,75.431201,0.0024399977,1.465032e-04,6.124272e+00,4.223456e+00,3.207392e+00,2.472768e+00,2.187556e+00,1.945012e+00,1.654923e-01,1.327136e-01,1.012120e-02,8.304580e-03,6.951697e-03,4.289623e-04
18.161448,100.000000,0.0006505748,1.097535e-05,3.589789e+00,6.800453e-01,3.889523e-01,2.503542e-01,2.072881e-01,1.740401e-01,9.460336e-03,7.468766e-03,5.616482e-04,4.627573e-04,3.885555e-04,1.408245e-05
17.076228,100.000000,0.0007263372,1.191518e-05,3.266402e+00,6.375328e-01,3.659825e-01,2.362017e-01,1.956622e-01,1.644591e-01,8.976281e-03,7.125293e-03,5.315656e-04,4.388757e-04,3.680139e-04,1.453195e-05
9.748559,100.000000,0.0033955682,1.774461e-04,2.794886e+00,2.071764e+00,1.611972e+00,1.267357e+00,1.130739e+00,1.013177e+00,9.369821e-02,7.526733e-02,5.812021e-03,4.786385e-03,3.992539e-03,2.457280e-04
25.863536,75.431201,0.0008109224,1.621489e-05,5.299277e+00,1.197306e+00,7.005642e-01,4.571395e-01,3.801795e-01,3.209002e-01,1.808275e-02,1.431688e-02,1.058145e-03,8.720501e-04,7.317012e-04,3.798505e-05
45.710579,10.000000,0.0038534680,5.585257e-04,5.935222e+00,6.525327e+00,6.381466e+00,6.157537e+00,6.031333e+00,5.901277e+00,2.999899e+00,2.707145e+00,4.222734e-01,3.549066e-01,3.021854e-01,2.088110e-02
41.612221,32.374575,0.0052756566,1.332808e-03,5.978406e+00,5.238762e+00,5.309113e+00,5.543272e+00,5.648075e+00,5.726982e+00,2.844317e+00,2.521609e+00,3.926587e-01,3.309291e-01,2.822807e-01,1.911592e-02
21.263129,42.813324,0.0066098620,2.101746e-03,4.042959e+00,3.679553e+00,4.013437e+00,4.349555e+00,4.463882e+00,4.538511e+00,2.265077e+00,2.042192e+00,4.186400e-01,3.585193e-01,3.099980e-01,2.292385e-02
19.286704,10.481131,0.0052756566,8.412723e-04,3.367946e+00,3.990114e+00,3.978486e+00,3.909864e+00,3.863559e+00,3.811997e+00,2.318241e+00,2.160548e+00,4.520494e-01,3.840725e-01,3.298720e-01,2.417112e-02
17.397785,65.512856,0.0042324759,6.815397e-04,4.858033e+00,5.746652e+00,5.440361e+00,4.932814e+00,4.670809e+00,4.417856e+00,9.791174e-01,8.281694e-01,8.545255e-02,7.075824e-02,5.943424e-02,3.677897e-03
4.450782,9.102982,0.0102169815,1.625781e-03,4.552172e-01,8.823179e-01,9.580219e-01,9.949347e-01,1.005547e+00,1.012763e+00,8.213938e-01,7.872012e-01,3.407654e-01,3.041280e-01,2.722327e-01,2.695140e-02
48.585567,12.067926,0.0037909973,5.399430e-04,6.684845e+00,6.835311e+00,6.558081e+00,6.231818e+00,6.068476e+00,5.910954e+00,2.827683e+00,2.511100e+00,3.470215e-01,2.905553e-01,2.466595e-01,1.656832e-02
28.811218,100.000000,0.0047253666,1.432412e-03,6.340330e+00,6.397391e+00,5.385090e+00,4.631025e+00,4.342356e+00,4.097964e+00,1.344004e+00,1.191183e+00,1.847581e-01,1.550757e-01,1.319202e-01,8.635876e-03
20.850851,24.420531,0.0027241463,1.719563e-04,5.632190e+00,4.363172e+00,3.887536e+00,3.493148e+00,3.309164e+00,3.131651e+00,5.063862e-01,4.142272e-01,3.593054e-02,2.970434e-02,2.488642e-02,1.526088e-03
24.344281,28.117687,0.0058900304,1.319322e-03,4.593521e+00,4.114536e+00,3.923099e+00,3.887140e+00,3.907468e+00,3.939262e+00,2.418609e+00,2.163001e+00,3.512054e-01,2.964239e-01,2.532559e-01,1.745605e-02
5.605777,49.417134,0.0177226099,1.063716e-02,8.009588e-01,7.480407e-01,7.108423e-01,6.956456e-01,7.026206e-01,7.190299e-01,8.640918e-01,8.069024e-01,3.377548e-01,3.129712e-01,2.910842e-01,5.785775e-02
17.300213,24.420531,0.0027241463,1.600831e-04,5.138497e+00,3.957482e+00,3.504325e+00,3.131324e+00,2.959297e+00,2.794526e+00,4.409329e-01,3.603747e-01,3.114791e-02,2.574910e-02,2.157186e-02,1.322617e-03
6.951075,42.919343,0.0042324759,1.895849e-04,1.706865e+00,1.319855e+00,1.191785e+00,1.073947e+00,1.016079e+00,9.593970e-01,1.470385e-01,1.200411e-01,1.027904e-02,8.488903e-03,7.124872e-03,4.335626e-04
3.606124,12.067926,0.0058900304,6.960702e-04,1.894872e+00,2.267378e+00,2.261204e+00,2.219927e+00,2.191928e+00,2.160734e+00,1.237800e+00,1.143225e+00,2.204737e-01,1.867156e-01,1.599494e-01,1.155182e-02
28.149794,100.000000,0.0001936627,3.688549e-06,5.502134e+00,8.752854e-01,4.869947e-01,3.077955e-01,2.527522e-01,2.111221e-01,1.148581e-02,9.137838e-03,5.166423e-04,3.971839e-04,3.126843e-04,4.294774e-06
1188.895486,100.000000,0.0005827150,3.917776e-05,4.121570e+01,9.948429e+00,5.895391e+00,3.865924e+00,3.217738e+00,2.718588e+00,1.511468e-01,1.197438e-01,8.955798e-03,7.382973e-03,6.200646e-03,2.052072e-04
4.916270,21.209509,0.0158740105,4.334034e-03,7.087335e-01,7.875560e-01,7.849695e-01,7.772670e-01,7.722960e-01,7.667566e-01,6.704464e-01,6.746407e-01,3.523819e-01,3.176451e-01,2.872995e-01,3.328274e-02
