chi2,m_chi_GeV,m_phi_GeV,alpha,sigma_m_12,sigma_m_30,sigma_m_40,sigma_m_50,sigma_m_55,sigma_m_60,sigma_m_250,sigma_m_280,sigma_m_1000,sigma_m_1100,sigma_m_1200,sigma_m_4700
14.474026,49.417134,0.0073417495,2.618528e-03,3.303160e+00,3.145441e+00,3.557550e+00,3.873507e+00,3.963779e+00,4.012925e+00,1.928553e+00,1.752737e+00,4.164044e-01,3.605992e-01,3.147227e-01,2.496972e-02
4.020523,86.851137,0.0091512747,1.251027e-03,9.017610e-01,9.484395e-01,1.024980e+00,1.037385e+00,1.026123e+00,1.007452e+00,3.450562e-01,3.033299e-01,4.389198e-02,3.683783e-02,3.130646e-02,2.051713e-03
47.769655,86.851137,0.0004187291,9.414017e-06,7.901151e+00,1.412098e+00,7.993601e-01,5.118133e-01,4.225924e-01,3.542248e-01,1.902707e-02,1.507384e-02,1.142161e-03,9.444837e-04,7.930782e-04,2.197209e-05
5.970345,9.102982,0.0114067946,1.622810e-03,2.644123e-01,5.741761e-01,6.386819e-01,6.727923e-01,6.834332e-01,6.912450e-01,5.896997e-01,5.654435e-01,2.539625e-01,2.281672e-01,2.054399e-01,2.137575e-02
5.670777,75.431201,0.0058900304,4.222612e-04,1.337715e+00,1.279371e+00,1.242153e+00,1.154353e+00,1.102353e+00,1.048894e+00,1.967071e-01,1.629125e-01,1.490007e-02,1.230499e-02,1.032327e-02,6.323488e-04
5.938900,32.374575,0.0042324759,2.078945e-04,1.862537e+00,1.505902e+00,1.353938e+00,1.235148e+00,1.181454e+00,1.129779e+00,2.205302e-01,1.818084e-01,1.639450e-02,1.357400e-02,1.139711e-02,7.003498e-04
44.585679,42.919343,0.0052756566,1.617210e-03,6.013206e+00,5.975138e+00,6.614551e+00,6.928119e+00,6.960572e+00,6.930079e+00,2.766805e+00,2.465782e+00,4.231224e-01,3.581944e-01,3.067374e-01,2.105922e-02
2.592956,13.894955,0.0065759507,7.763611e-04,1.631491e+00,1.894354e+00,1.880718e+00,1.841155e+00,1.815957e+00,1.788489e+00,1.053607e+00,9.755618e-01,1.906696e-01,1.615496e-01,1.384410e-01,9.998832e-03
47.617792,56.898660,0.0037909973,7.620793e-04,7.383699e+00,8.923001e+00,8.523634e+00,7.775283e+00,7.380291e+00,6.996121e+00,1.654286e+00,1.409019e+00,1.526922e-01,1.265549e-01,1.066998e-01,6.610266e-03
5.180593,56.898660,0.0177226099,7.547225e-03,6.211061e-01,5.717604e-01,5.445075e-01,5.455852e-01,5.585698e-01,5.775463e-01,6.129145e-01,5.697802e-01,2.172635e-01,1.988974e-01,1.828651e-01,2.825837e-02
6.045126,56.898660,0.0102169815,1.103127e-03,7.337170e-01,6.437405e-01,6.243906e-01,6.299105e-01,6.358004e-01,6.413442e-01,3.291860e-01,2.904886e-01,4.179853e-02,3.509070e-02,2.985144e-02,1.989640e-03
64.087130,65.512856,0.0010107909,3.069432e-05,9.536360e+00,2.838828e+00,1.733659e+00,1.157482e+00,9.698532e-01,8.238082e-01,4.892359e-02,3.883259e-02,2.850446e-03,2.342114e-03,1.960362e-03,1.219967e-04
17.510669,86.851137,0.0047253666,1.090465e-03,4.929819e+00,5.922538e+00,5.247848e+00,4.583350e+00,4.295133e+00,4.037709e+00,1.130032e+00,9.856196e-01,1.281569e-01,1.069211e-01,9.033832e-02,5.737726e-03
63.212469,24.420531,0.0024399977,1.993923e-04,9.452008e+00,7.356745e+00,6.674535e+00,6.044064e+00,5.731535e+00,5.423490e+00,8.549048e-01,6.986745e-01,6.014650e-02,4.968250e-02,4.170731e-02,2.541783e-03
10.397347,56.898660,0.0033955682,8.250282e-05,1.159600e+00,7.611073e-01,6.097028e-01,4.874743e-01,4.368468e-01,3.924394e-01,3.556251e-02,2.858764e-02,2.245261e-03,1.851135e-03,1.547158e-03,9.423503e-05
68.331131,65.512856,0.0001734623,3.570500e-06,9.682557e+00,1.578836e+00,8.805672e-01,5.573570e-01,4.588694e-01,3.829472e-01,2.063369e-02,1.641520e-02,1.114558e-03,8.720477e-04,6.968587e-04,1.055835e-05
6.502503,9.102982,0.0065759507,9.925017e-04,1.522088e+00,2.212676e+00,2.283440e+00,2.299302e+00,2.296309e+00,2.288455e+00,1.538516e+00,1.457082e+00,4.134926e-01,3.568127e-01,3.103834e-01,2.485343e-02
4.037267,86.851137,0.0142182337,4.156201e-03,6.211039e-01,5.943842e-01,6.893121e-01,7.657118e-01,7.894033e-01,8.041221e-01,4.114726e-01,3.795187e-01,1.186927e-01,1.055507e-01,9.437548e-02,9.438240e-03
5.066826,75.431201,0.0142182337,3.332582e-03,5.921612e-01,5.266971e-01,5.607465e-01,6.188657e-01,6.449844e-01,6.665204e-01,4.088718e-01,3.738661e-01,1.021578e-01,8.970609e-02,7.928417e-02,7.062832e-03
6.768346,37.275937,0.0037909973,2.159826e-04,2.764469e+00,2.172982e+00,1.986304e+00,1.812256e+00,1.724564e+00,1.637226e+00,2.695534e-01,2.206712e-01,1.917230e-02,1.584310e-02,1.329211e-02,8.133565e-04
3.840997,28.117687,0.0114067946,2.627578e-03,1.253678e+00,1.233470e+00,1.196177e+00,1.153853e+00,1.133257e+00,1.114355e+00,1.038899e+00,9.902954e-01,2.833765e-01,2.468884e-01,2.166845e-01,1.860564e-02
54.990036,24.420531,0.0047253666,1.014344e-03,7.038962e+00,6.244550e+00,5.948782e+00,5.874029e+00,5.882778e+00,5.901955e+00,3.113489e+00,2.746808e+00,3.872373e-01,3.247704e-01,2.760650e-01,1.836438e-02
11.949448,65.512856,0.0019575253,3.647539e-05,1.871522e+00,8.199734e-01,5.463989e-01,3.836809e-01,3.271600e-01,2.818146e-01,1.867416e-02,1.488971e-02,1.105092e-03,9.097544e-04,7.606689e-04,4.732805e-05
2.002185,86.851137,0.0081967290,1.529409e-03,1.333128e+00,1.615769e+00,1.711515e+00,1.680058e+00,1.639219e+00,1.590099e+00,5.392874e-01,4.796197e-01,7.897632e-02,6.665799e-02,5.692492e-02,3.832806e-03
8.814144,86.851137,0.0065759507,2.504049e-03,3.121145e+00,4.569970e+00,4.336620e+00,3.908962e+00,3.695737e+00,3.497473e+00,1.342603e+00,1.221652e+00,2.803326e-01,2.418352e-01,2.103294e-01,1.600463e-02
33.516190,86.851137,0.0033955682,4.584517e-04,6.981075e+00,6.424432e+00,5.359708e+00,4.503195e+00,4.150122e+00,3.838577e+00,6.222267e-01,5.136344e-01,4.521013e-02,3.723846e-02,3.120958e-02,1.913755e-03
4.956215,42.919343,0.0114067946,3.898862e-03,1.472094e+00,1.341247e+00,1.282998e+00,1.292688e+00,1.320453e+00,1.357406e+00,1.240709e+00,1.146843e+00,3.390173e-01,3.003852e-01,2.677176e-01,2.633945e-02
7.046729,42.919343,0.0042324759,1.860792e-04,1.669536e+00,1.287993e+00,1.160810e+00,1.044436e+00,9.875314e-01,9.319133e-01,1.418512e-01,1.157764e-01,9.903193e-03,8.178383e-03,6.864164e-03,4.176766e-04
168.669502,65.512856,0.0004674920,1.367600e-05,1.564050e+01,3.087297e+00,1.774089e+00,1.145321e+00,9.487950e-01,7.988928e-01,4.359631e-02,3.448382e-02,2.579066e-03,2.129700e-03,1.787272e-03,6.927869e-05
14.169415,56.898660,0.0017533409,4.326907e-05,3.380089e+00,1.575856e+00,1.066650e+00,7.562025e-01,6.469994e-01,5.588694e-01,3.771064e-02,3.008574e-02,2.244462e-03,1.839619e-03,1.538928e-03,9.562988e-05
4.611021,28.117687,0.0047253666,2.942991e-04,1.965647e+00,1.705720e+00,1.555317e+00,1.439941e+00,1.391414e+00,1.346559e+00,3.648322e-01,3.060404e-01,3.009295e-02,2.496724e-02,2.102115e-02,1.318384e-03
6.737046,56.898660,0.0127351667,1.720197e-03,5.682325e-01,5.122321e-01,4.890462e-01,4.866195e-01,4.910966e-01,4.975107e-01,3.472169e-01,3.141560e-01,5.933527e-02,5.051231e-02,4.345558e-02,3.143786e-03
4.831061,24.420531,0.0042324759,2.614118e-04,2.337876e+00,2.046722e+00,1.858495e+00,1.707668e+00,1.643610e+00,1.584739e+00,4.160375e-01,3.485807e-01,3.409231e-02,2.828651e-02,2.382023e-02,1.495098e-03
143.615633,49.417134,0.0005219336,1.367809e-05,1.443413e+01,3.167376e+00,1.846384e+00,1.202525e+00,9.994692e-01,8.431949e-01,4.733652e-02,3.759099e-02,2.768604e-03,2.282993e-03,1.914824e-03,9.836819e-05
5.791126,9.102982,0.0114067946,2.153808e-03,4.275803e-01,8.640043e-01,9.449173e-01,9.853651e-01,9.974129e-01,1.005944e+00,8.536895e-01,8.224513e-01,4.129188e-01,3.738879e-01,3.389457e-01,3.738848e-02
12.908613,49.417134,0.0058900304,1.371800e-03,3.829300e+00,3.760902e+00,4.112756e+00,4.272240e+00,4.279232e+00,4.249732e+00,1.614234e+00,1.426657e+00,2.198278e-01,1.850973e-01,1.577512e-01,1.051166e-02
7.247544,20.691381,0.0066098620,1.055727e-03,2.747225e+00,2.701296e+00,2.589935e+00,2.472310e+00,2.418199e+00,2.369471e+00,1.536237e+00,1.399981e+00,2.414409e-01,2.038344e-01,1.741813e-01,1.220832e-02
1202.887163,100.000000,0.0002695064,1.480262e-05,4.149312e+01,7.320602e+00,4.118241e+00,2.619984e+00,2.162493e+00,1.807847e+00,9.711095e-02,7.711093e-02,5.255044e-03,4.116895e-03,3.274152e-03,4.993768e-05
27.987565,37.275937,0.0037909973,4.886549e-04,6.225051e+00,5.486205e+00,5.473072e+00,5.320174e+00,5.191847e+00,5.039947e+00,1.192054e+00,9.979729e-01,9.727956e-02,8.058528e-02,6.775004e-02,4.185319e-03
4.928425,65.512856,0.0127351667,2.344194e-03,6.718094e-01,5.933715e-01,5.983490e-01,6.358113e-01,6.568611e-01,6.760706e-01,4.339967e-01,3.938289e-01,8.701492e-02,7.497559e-02,6.516561e-02,5.054016e-03
10.545892,100.000000,0.0042324759,5.183998e-04,3.952774e+00,3.888336e+00,3.296834e+00,2.798712e+00,2.590113e+00,2.404945e+00,4.259858e-01,3.540464e-01,3.240582e-02,2.673708e-02,2.241670e-02,1.374375e-03
13.644854,28.117687,0.0033955682,2.525060e-04,4.596586e+00,3.705349e+00,3.399978e+00,3.153059e+00,3.033125e+00,2.912801e+00,5.799853e-01,4.785504e-01,4.327414e-02,3.582072e-02,3.006448e-02,1.846491e-03
8.337118,37.275937,0.0037909973,1.226140e-04,1.359954e+00,1.004746e+00,8.702366e-01,7.591190e-01,7.089345e-01,6.618442e-01,9.006012e-02,7.323768e-02,6.186270e-03,5.109523e-03,4.275920e-03,2.609914e-04
6.686703,75.431201,0.0052756566,9.173127e-04,3.158448e+00,3.945820e+00,3.819532e+00,3.514132e+00,3.346835e+00,3.182224e+00,8.310327e-01,7.163776e-01,8.511028e-02,7.089025e-02,5.980019e-02,3.760267e-03
9.027298,37.275937,0.0052756566,7.606076e-04,3.694643e+00,3.187800e+00,3.168601e+00,3.201059e+00,3.204708e+00,3.194413e+00,1.175713e+00,1.012448e+00,1.188791e-01,9.905705e-02,8.377142e-02,5.332988e-03
31.502666,86.851137,0.0002695064,5.074637e-06,6.006387e+00,9.995994e-01,5.583935e-01,3.545381e-01,2.915707e-01,2.445641e-01,1.310814e-02,1.040754e-02,7.624583e-04,6.014746e-04,4.828513e-04,8.511333e-06
2.620661,18.329807,0.0086569070,9.453138e-04,9.350673e-01,1.057217e+00,1.046495e+00,1.023276e+00,1.009056e+00,9.937764e-01,6.233236e-01,5.816147e-01,1.213838e-01,1.031276e-01,8.857184e-02,6.483772e-03
17.495954,33.598183,0.0066098620,1.664436e-03,3.811435e+00,3.372946e+00,3.293602e+00,3.376592e+00,3.442930e+00,3.509687e+00,2.181350e+00,1.961016e+00,3.550878e-01,3.016644e-01,2.590680e-01,1.842605e-02
41.431722,65.512856,0.0052756566,2.189263e-03,5.665436e+00,8.167349e+00,8.035059e+00,7.422106e+00,7.073701e+00,6.731539e+00,2.439197e+00,2.209549e+00,4.666284e-01,3.997220e-01,3.455518e-01,2.517759e-02
3.805274,65.512856,0.0127351667,2.842853e-03,7.595973e-01,6.717808e-01,6.913327e-01,7.482936e-01,7.774676e-01,8.031472e-01,5.164629e-01,4.707463e-01,1.168624e-01,1.017039e-01,8.916981e-02,7.410290e-03
22.415236,86.851137,0.0047253666,1.242662e-03,5.444782e+00,6.513322e+00,5.731220e+00,4.989895e+00,4.674907e+00,4.396679e+00,1.316185e+00,1.157671e+00,1.636219e-01,1.369415e-01,1.160060e-01,7.467582e-03
5.740696,28.117687,0.0102169815,2.591762e-03,1.696107e+00,1.640040e+00,1.578745e+00,1.516104e+00,1.489236e+00,1.467358e+00,1.381464e+00,1.303401e+00,3.509311e-01,3.051009e-01,2.672948e-01,2.254991e-02
51.924720,13.894955,0.0037909973,5.478636e-04,7.185219e+00,7.028743e+00,6.656914e+00,6.277424e+00,6.103475e+00,5.943997e+00,2.754164e+00,2.422481e+00,3.143296e-01,2.627048e-01,2.226994e-01,1.475411e-02
22.458825,48.329302,0.0066098620,2.364068e-03,4.074462e+00,4.033406e+00,4.574245e+00,4.906046e+00,4.977941e+00,4.998823e+00,2.232553e+00,2.022551e+00,4.498225e-01,3.873260e-01,3.364386e-01,2.564409e-02
61.800459,18.420700,0.0024399977,2.010347e-04,9.293630e+00,7.525901e+00,6.747408e+00,6.138984e+00,5.866206e+00,5.605197e+00,1.090603e+00,8.990477e-01,8.108846e-02,6.702576e-02,5.638563e-02,3.474579e-03
338.822397,65.512856,0.0003359318,1.112949e-05,2.216759e+01,4.047442e+00,2.302489e+00,1.475687e+00,1.218593e+00,1.023381e+00,5.512291e-02,4.372785e-02,3.298520e-03,2.721165e-03,2.285990e-03,6.714515e-05
7.358192,42.919343,0.0127351667,6.002834e-03,1.437961e+00,1.320544e+00,1.258922e+00,1.262267e+00,1.290520e+00,1.331086e+00,1.358995e+00,1.262450e+00,4.457652e-01,4.040513e-01,3.679359e-01,4.796627e-02
3.064041,56.898660,0.0081967290,2.061379e-03,2.024044e+00,1.896619e+00,2.105125e+00,2.269795e+00,2.316317e+00,2.340520e+00,1.091259e+00,9.830084e-01,1.989264e-01,1.701674e-01,1.469939e-01,1.077320e-02
7.166904,86.851137,0.0047253666,2.622336e-04,1.539481e+00,1.431087e+00,1.254824e+00,1.072825e+00,9.895933e-01,9.129671e-01,1.151336e-01,9.355896e-02,7.686963e-03,6.335818e-03,5.294858e-03,3.232437e-04
3.619600,65.512856,0.0073417495,1.861828e-03,2.304777e+00,2.547958e+00,2.820821e+00,2.890742e+00,2.870884e+00,2.827497e+00,1.078743e+00,9.684113e-01,1.829733e-01,1.557103e-01,1.338716e-01,9.436023e-03
43.279792,65.512856,0.0037909973,7.636966e-04,7.238973e+00,8.747923e+00,8.001870e+00,7.103320e+00,6.680310e+00,6.287371e+00,1.452482e+00,1.236791e+00,1.330376e-01,1.102135e-01,9.282624e-02,5.750257e-03
1560.543112,49.417134,0.0001734623,6.983139e-06,4.719680e+01,8.019737e+00,4.502269e+00,2.858490e+00,2.360933e+00,1.974462e+00,1.056829e-01,8.394821e-02,6.431095e-03,5.124048e-03,4.133853e-03,8.386898e-05
132.435587,42.919343,0.0010107909,3.721849e-05,1.393303e+01,5.436079e+00,3.504239e+00,2.412201e+00,2.042486e+00,1.749418e+00,1.110821e-01,8.832051e-02,6.513166e-03,5.347312e-03,4.479889e-03,2.809555e-04
4.817842,24.420531,0.0091512747,1.880692e-03,1.803831e+00,1.778648e+00,1.719827e+00,1.654293e+00,1.622975e+00,1.594437e+00,1.321051e+00,1.241468e+00,2.961222e-01,2.544187e-01,2.205935e-01,1.714450e-02
4.003632,28.117687,0.0142182337,2.910049e-03,7.157394e-01,7.315118e-01,7.181371e-01,7.006315e-01,6.909647e-01,6.810452e-01,6.191336e-01,6.032931e-01,2.055819e-01,1.805920e-01,1.596340e-01,1.460852e-02
2.968094,49.417134,0.0073417495,9.241253e-04,1.628422e+00,1.414360e+00,1.417233e+00,1.449509e+00,1.460534e+00,1.464947e+00,6.031944e-01,5.248491e-01,6.725043e-02,5.619090e-02,4.762091e-02,3.078248e-03
654.041142,49.417134,0.0001936627,6.309936e-06,3.070256e+01,5.250638e+00,2.955908e+00,1.882244e+00,1.550275e+00,1.297863e+00,6.959959e-02,5.519605e-02,4.213360e-03,3.483235e-03,2.849496e-03,6.138102e-05
3.414328,65.512856,0.0065759507,1.264332e-03,2.382487e+00,2.609328e+00,2.800101e+00,2.801839e+00,2.757084e+00,2.694463e+00,8.996425e-01,7.912912e-01,1.150433e-01,9.655923e-02,8.206039e-02,5.374284e-03
18.398743,100.000000,0.0003008917,4.638236e-06,3.512055e+00,5.813759e-01,3.253947e-01,2.058942e-01,1.697711e-01,1.419150e-01,7.618540e-03,6.049723e-03,4.373015e-04,3.444739e-04,2.759208e-04,4.670212e-06
1647.135433,37.275937,0.0002162156,7.969204e-06,4.846835e+01,8.800774e+00,5.004205e+00,3.213823e+00,2.651872e+00,2.228364e+00,1.199217e-01,9.530804e-02,7.172264e-03,5.924986e-03,4.971811e-03,1.647777e-04
7.190373,21.209509,0.0042324759,3.627510e-04,3.401619e+00,3.090298e+00,2.848523e+00,2.649071e+00,2.565873e+00,2.491146e+00,8.276163e-01,7.043103e-01,7.482877e-02,6.219558e-02,5.250101e-02,3.340424e-03
256.160276,100.000000,0.0008109224,3.872172e-05,1.931583e+01,4.905693e+00,2.931002e+00,1.932893e+00,1.612651e+00,1.364135e+00,7.729168e-02,6.120239e-02,4.539632e-03,3.742442e-03,3.136024e-03,1.350105e-04
29.015263,100.000000,0.0042324759,9.370822e-04,6.528891e+00,6.201058e+00,5.198216e+00,4.441319e+00,4.142618e+00,3.884552e+00,1.020150e+00,8.806322e-01,1.038204e-01,8.624883e-02,7.269818e-02,4.550342e-03
5.447467,23.357215,0.0113379100,1.180876e-03,5.442915e-01,6.051905e-01,5.985236e-01,5.855695e-01,5.777617e-01,5.694140e-01,3.842217e-01,3.623006e-01,8.372075e-02,7.146884e-02,6.162206e-02,4.626707e-03
4.446243,75.431201,0.0127351667,2.627541e-03,6.774201e-01,6.095331e-01,6.614760e-01,7.252979e-01,7.500845e-01,7.684961e-01,4.213839e-01,3.828415e-01,9.073662e-02,7.860896e-02,6.863908e-02,5.492423e-03
2.890014,65.512856,0.0065759507,1.062200e-03,2.129371e+00,2.228837e+00,2.374302e+00,2.374906e+00,2.338032e+00,2.286095e+00,7.275538e-01,6.334963e-01,8.313111e-02,6.948957e-02,5.885740e-02,3.780656e-03
4.760662,86.851137,0.0127351667,2.608659e-03,6.269774e-01,6.016066e-01,6.819554e-01,7.410620e-01,7.572970e-01,7.656322e-01,3.634887e-01,3.303441e-01,7.832404e-02,6.781104e-02,5.917034e-02,4.682012e-03
6.479671,37.275937,0.0052756566,2.629357e-04,1.268284e+00,1.052737e+00,9.584683e-01,8.876859e-01,8.562201e-01,8.258300e-01,1.883830e-01,1.564528e-01,1.461261e-02,1.210324e-02,1.018980e-02,6.301775e-04
17.594337,65.512856,0.0015704545,3.981668e-05,4.126918e+00,1.656278e+00,1.074534e+00,7.424700e-01,6.294956e-01,5.397458e-01,3.452739e-02,2.746305e-02,2.023286e-03,1.666716e-03,1.392629e-03,8.731935e-05
25.449516,100.000000,0.0005827150,1.166491e-05,5.146735e+00,9.619843e-01,5.490697e-01,3.529539e-01,2.918532e-01,2.453696e-01,1.326297e-02,1.050857e-02,7.900184e-04,6.515014e-04,5.473600e-04,1.819207e-05
11.059041,65.512856,0.0027241463,5.784479e-05,1.372762e+00,7.763499e-01,5.658979e-01,4.211628e-01,3.668607e-01,3.216334e-01,2.410306e-02,1.927777e-02,1.467976e-03,1.206691e-03,1.008920e-03,6.187523e-05
3.541337,75.431201,0.0065759507,7.264549e-04,1.528855e+00,1.594782e+00,1.630784e+00,1.574992e+00,1.528310e+00,1.475505e+00,3.780304e-01,3.216786e-01,3.489119e-02,2.896905e-02,2.436153e-02,1.517802e-03
4.004424,21.209509,0.0052756566,5.073141e-04,2.494693e+00,2.385896e+00,2.241461e+00,2.105046e+00,2.045356e+00,1.991791e+00,8.623633e-01,7.517577e-01,9.212346e-02,7.687855e-02,6.508177e-02,4.269990e-03
4.344228,75.431201,0.0052756566,5.146208e-04,2.089212e+00,2.226497e+00,2.140995e+00,1.964196e+00,1.866394e+00,1.769034e+00,3.477536e-01,2.899744e-01,2.744958e-02,2.273008e-02,1.907091e-02,1.170486e-03
726.538319,42.919343,0.0005827150,2.429926e-05,3.231333e+01,8.599380e+00,5.153262e+00,3.405837e+00,2.844019e+00,2.409018e+00,1.399424e-01,1.110331e-01,8.148590e-03,6.714721e-03,5.622553e-03,3.310774e-04
107.769742,75.431201,0.0017533409,1.148554e-04,1.256815e+01,6.734689e+00,4.781426e+00,3.521032e+00,3.059506e+00,2.678434e+00,1.988608e-01,1.587650e-01,1.182249e-02,9.703635e-03,8.135917e-03,5.078839e-04
4.049236,21.209509,0.0091512747,8.583693e-04,7.370107e-01,8.108748e-01,7.976270e-01,7.754608e-01,7.626245e-01,7.491966e-01,4.523475e-01,4.180929e-01,7.950951e-02,6.729984e-02,5.762767e-02,4.130394e-03
4.187900,49.417134,0.0102169815,3.392405e-03,1.685645e+00,1.492470e+00,1.523362e+00,1.651171e+00,1.721413e+00,1.785687e+00,1.225751e+00,1.122075e+00,3.084030e-01,2.711017e-01,2.398472e-01,2.166553e-02
11.145517,56.898660,0.0024399977,7.942148e-05,2.933349e+00,1.842956e+00,1.388641e+00,1.057325e+00,9.291015e-01,8.206353e-01,6.489031e-02,5.197874e-02,3.967985e-03,3.263148e-03,2.729507e-03,1.674556e-04
4.850043,32.374575,0.0142182337,2.382359e-03,5.978353e-01,6.005068e-01,5.857225e-01,5.676729e-01,5.582452e-01,5.490171e-01,4.844469e-01,4.641945e-01,1.337855e-01,1.162682e-01,1.018078e-01,8.561230e-03
8.220251,65.512856,0.0037909973,2.859323e-04,3.267145e+00,3.092153e+00,2.762893e+00,2.396207e+00,2.223339e+00,2.061962e+00,2.776258e-01,2.262254e-01,1.885359e-02,1.555234e-02,1.300818e-02,7.935885e-04
3.103608,86.851137,0.0114067946,2.440563e-03,7.888644e-01,8.111077e-01,9.230799e-01,9.813866e-01,9.907115e-01,9.899852e-01,4.282353e-01,3.886145e-01,8.843357e-02,7.627190e-02,6.634419e-02,5.100994e-03
3.354950,69.519280,0.0129753300,3.374628e-03,7.810842e-01,6.961006e-01,7.459202e-01,8.250697e-01,8.597670e-01,8.879749e-01,5.376159e-01,4.917253e-01,1.354386e-01,1.190195e-01,1.052577e-01,9.440659e-03
84.526974,12.067926,0.0024399977,2.392578e-04,1.023903e+01,9.418775e+00,8.610434e+00,7.882941e+00,7.562783e+00,7.269061e+00,2.027242e+00,1.709308e+00,1.730121e-01,1.436715e-01,1.211069e-01,7.691302e-03
1106.784740,100.000000,0.0002413949,1.281259e-05,3.982081e+01,6.848943e+00,3.835716e+00,2.439673e+00,2.010785e+00,1.678436e+00,9.034721e-02,7.174730e-02,4.604837e-03,3.602891e-03,2.854899e-03,4.136657e-05
8.827313,42.919343,0.0081967290,2.504837e-03,2.610301e+00,2.305986e+00,2.357983e+00,2.532346e+00,2.622828e+00,2.702595e+00,1.704511e+00,1.548669e+00,3.559973e-01,3.077252e-01,2.682240e-01,2.125302e-02
5.903473,21.209509,0.0114067946,1.142160e-03,4.806169e-01,5.634329e-01,5.620780e-01,5.535883e-01,5.478329e-01,5.413987e-01,3.610441e-01,3.417673e-01,8.364894e-02,7.157674e-02,6.183363e-02,4.709313e-03
7.966442,100.000000,0.0052756566,2.774165e-04,1.158800e+00,1.097722e+00,9.596694e-01,8.192672e-01,7.555435e-01,6.970685e-01,8.933622e-02,7.267282e-02,5.998948e-03,4.943552e-03,4.130788e-03,2.522732e-04
6.839959,56.898660,0.0102169815,9.986058e-04,6.764582e-01,5.935401e-01,5.718703e-01,5.720394e-01,5.752200e-01,5.783647e-01,2.866787e-01,2.519449e-01,3.465214e-02,2.904112e-02,2.466057e-02,1.624703e-03
3.107133,37.275937,0.0091512747,1.789625e-03,1.618550e+00,1.481616e+00,1.405708e+00,1.374929e+00,1.376101e+00,1.384965e+00,1.039817e+00,9.463768e-01,1.865524e-01,1.591511e-01,1.371827e-01,1.007312e-02
88.540115,18.420700,0.0027241463,2.997460e-04,1.070168e+01,8.998716e+00,8.242083e+00,7.690264e+00,7.449326e+00,7.217115e+00,1.801795e+00,1.503528e+00,1.440097e-01,1.193037e-01,1.004538e-01,6.268451e-03
15.450039,21.209509,0.0037909973,3.622863e-04,4.833442e+00,4.261060e+00,3.917151e+00,3.658462e+00,3.552834e+00,3.456801e+00,1.073975e+00,9.085677e-01,9.351471e-02,7.765516e-02,6.550321e-02,4.139899e-03
29.175891,86.851137,0.0003008917,5.543565e-06,5.682550e+00,9.567330e-01,5.364508e-01,3.416553e-01,2.810168e-01,2.349461e-01,1.260090e-02,9.993822e-03,7.649746e-04,6.071998e-04,4.897918e-04,9.893849e-06
1.931132,12.742750,0.0066098620,6.849467e-04,1.237421e+00,1.534258e+00,1.539622e+00,1.518513e+00,1.502413e+00,1.483833e+00,8.566895e-01,7.931888e-01,1.586625e-01,1.345769e-01,1.154293e-01,8.408773e-03
8.342785,32.374575,0.0033955682,1.924447e-04,3.359889e+00,2.610779e+00,2.356025e+00,2.132114e+00,2.023374e+00,1.916725e+00,3.086453e-01,2.524271e-01,2.181269e-02,1.802319e-02,1.513466e-02,9.237135e-04
1553.467232,49.417134,0.0003359318,1.480046e-05,4.707489e+01,9.291257e+00,5.338907e+00,3.447666e+00,2.856023e+00,2.400478e+00,1.311858e-01,1.036629e-01,7.769158e-03,6.404780e-03,5.373998e-03,1.999773e-04
23.820762,28.117687,0.0021854879,1.048140e-04,5.948925e+00,4.161249e+00,3.517544e+00,2.961763e+00,2.715163e+00,2.489542e+00,2.729058e-01,2.204846e-01,1.791079e-02,1.474887e-02,1.234529e-02,7.506610e-04
8.638456,86.851137,0.0052756566,1.129872e-03,3.576739e+00,4.593892e+00,4.210714e+00,3.743209e+00,3.525495e+00,3.325272e+00,9.427077e-01,8.240847e-01,1.099408e-01,9.177358e-02,7.759882e-02,4.957386e-03
5.581538,37.275937,0.0158740105,6.586460e-03,9.136783e-01,8.797161e-01,8.492019e-01,8.171021e-01,8.035554e-01,7.934076e-01,9.775818e-01,9.381647e-01,3.601812e-01,3.274144e-01,2.990797e-01,4.196590e-02
9.995462,16.237767,0.0057757350,8.476593e-04,3.149392e+00,3.237689e+00,3.134707e+00,3.007965e+00,2.942861e+00,2.879394e+00,1.707404e+00,1.555790e+00,2.622379e-01,2.210373e-01,1.886291e-01,1.316434e-02
