m_chi_GeV,m_phi_MeV,alpha,omega_h2,lambda,sigma_m_30,sigma_m_1000,sidm_viable
33.598183,1.944795e+01,1.664436e-03,0.119994,2.8755,0.171310,0.035241,0
33.598183,2.225661e+01,1.664436e-03,0.119994,2.5126,0.112327,0.025837,0
33.598183,2.547089e+01,1.664436e-03,0.119994,2.1955,0.072517,0.018795,0
33.598183,2.914938e+01,1.664436e-03,0.119994,1.9185,0.045978,0.013553,0
33.598183,3.335911e+01,1.664436e-03,0.119994,1.6764,0.028552,0.009678,0
33.598183,3.817681e+01,1.664436e-03,0.119994,1.4648,0.017319,0.006839,0
33.598183,4.369028e+01,1.664436e-03,0.119994,1.2800,0.010237,0.004780,0
33.598183,5.000000e+01,1.664436e-03,0.119994,1.1184,0.005885,0.003304,0
37.926902,1.000000e+00,1.869624e-03,0.120000,70.9091,414.089236,17.456183,0
37.926902,1.144419e+00,1.869624e-03,0.120000,61.9607,308.995575,13.313339,0
37.926902,1.309696e+00,1.869624e-03,0.120000,54.1416,238.096876,10.159334,0
37.926902,1.498841e+00,1.869624e-03,0.120000,47.3093,187.176336,7.750887,0
37.926902,1.715302e+00,1.869624e-03,0.120000,41.3391,146.779172,5.909999,0
37.926902,1.963025e+00,1.869624e-03,0.120000,36.1223,112.717363,4.507846,0
37.926902,2.246524e+00,1.869624e-03,0.120000,31.5639,83.858388,3.437369,0
37.926902,2.570965e+00,1.869624e-03,0.120000,27.5807,60.168664,2.619907,0
37.926902,2.942262e+00,1.869624e-03,0.120000,24.1002,41.626285,1.997026,0
37.926902,3.367182e+00,1.869624e-03,0.120000,21.0589,27.849752,1.521241,0
37.926902,3.853468e+00,1.869624e-03,0.120000,18.4014,18.148217,1.158245,0
37.926902,4.409983e+00,1.869624e-03,0.120000,16.0792,11.681065,0.881570,0
37.926902,5.046869e+00,1.869624e-03,0.120000,14.0501,7.581224,0.670454,0
37.926902,5.775735e+00,1.869624e-03,0.120000,12.2771,5.056827,0.509456,0
37.926902,6.609862e+00,1.869624e-03,0.120000,10.7278,3.485670,0.386780,1
37.926902,7.564454e+00,1.869624e-03,0.120000,9.3740,2.458621,0.293273,1
37.926902,8.656907e+00,1.869624e-03,0.120000,8.1910,1.748105,0.222025,1
37.926902,9.907132e+00,1.869624e-03,0.120000,7.1574,1.239161,0.167767,1
37.926902,1.133791e+01,1.869624e-03,0.120000,6.2542,0.871207,0.126473,1
37.926902,1.297533e+01,1.869624e-03,0.120000,5.4649,0.606590,0.095068,1
37.926902,1.484921e+01,1.869624e-03,0.120000,4.7753,0.418215,0.071213,0
37.926902,1.699373e+01,1.869624e-03,0.120000,4.1727,0.285516,0.053117,0
37.926902,1.944795e+01,1.869624e-03,0.120000,3.6461,0.192933,0.039420,0
37.926902,2.225661e+01,1.869624e-03,0.120000,3.1860,0.128911,0.029081,0
37.926902,2.547089e+01,1.869624e-03,0.120000,2.7839,0.085031,0.021305,0
37.926902,2.914938e+01,1.869624e-03,0.120000,2.4326,0.055249,0.015484,0
37.926902,3.335911e+01,1.869624e-03,0.120000,2.1256,0.035268,0.011153,0
37.926902,3.817681e+01,1.869624e-03,0.120000,1.8574,0.022054,0.007954,0
37.926902,4.369028e+01,1.869624e-03,0.120000,1.6230,0.013470,0.005612,0
37.926902,5.000000e+01,1.869624e-03,0.120000,1.4182,0.008015,0.003916,0
42.813324,1.000000e+00,2.101746e-03,0.119994,89.9827,408.541158,18.845105,0
42.813324,1.144419e+00,2.101746e-03,0.119994,78.6274,298.783968,14.374310,0
42.813324,1.309696e+00,2.101746e-03,0.119994,68.7051,221.437317,10.961887,0
42.813324,1.498841e+00,2.101746e-03,0.119994,60.0349,169.718697,8.362804,0
42.813324,1.715302e+00,2.101746e-03,0.119994,52.4588,133.364201,6.376405,0
42.813324,1.963025e+00,2.101746e-03,0.119994,45.8388,104.958781,4.861863,0
42.813324,2.246524e+00,2.101746e-03,0.119994,40.0542,81.045419,3.707238,0
42.813324,2.570965e+00,2.101746e-03,0.119994,34.9996,60.639760,2.825159,0
42.813324,2.942262e+00,2.101746e-03,0.119994,30.5828,43.728053,2.153483,0
42.813324,3.367182e+00,2.101746e-03,0.119994,26.7235,30.375442,1.641035,0
42.813324,3.853468e+00,2.101746e-03,0.119994,23.3511,20.381877,1.249989,0
42.813324,4.409983e+00,2.101746e-03,0.119994,20.4043,13.298095,0.951699,0
42.813324,5.046869e+00,2.101746e-03,0.119994,17.8294,8.550202,0.724284,0
42.813324,5.775735e+00,2.101746e-03,0.119994,15.5794,5.532881,0.550868,0
42.813324,6.609862e+00,2.101746e-03,0.119994,13.6134,3.679552,0.418640,1
42.813324,7.564454e+00,2.101746e-03,0.119994,11.8955,2.533496,0.317860,1
42.813324,8.656907e+00,2.101746e-03,0.119994,10.3943,1.788957,0.241069,1
42.813324,9.907132e+00,2.101746e-03,0.119994,9.0826,1.275119,0.182551,1
42.813324,1.133791e+01,2.101746e-03,0.119994,7.9364,0.906666,0.137976,1
42.813324,1.297533e+01,2.101746e-03,0.119994,6.9349,0.639581,0.104041,1
42.813324,1.484921e+01,2.101746e-03,0.119994,6.0598,0.446916,0.078223,0
42.813324,1.699373e+01,2.101746e-03,0.119994,5.2951,0.309328,0.058602,0
42.813324,1.944795e+01,2.101746e-03,0.119994,4.6268,0.212085,0.043712,0
42.813324,2.225661e+01,2.101746e-03,0.119994,4.0430,0.143996,0.032435,0
42.813324,2.547089e+01,2.101746e-03,0.119994,3.5328,0.096724,0.023921,0
42.813324,2.914938e+01,2.101746e-03,0.119994,3.0870,0.064175,0.017515,0
42.813324,3.335911e+01,2.101746e-03,0.119994,2.6974,0.041966,0.012720,0
42.813324,3.817681e+01,2.101746e-03,0.119994,2.3570,0.026973,0.009153,0
42.813324,4.369028e+01,2.101746e-03,0.119994,2.0596,0.016987,0.006520,0
42.813324,5.000000e+01,2.101746e-03,0.119994,1.7997,0.010451,0.004594,0
48.329302,1.000000e+00,2.364068e-03,0.119998,114.2538,392.188567,20.229792,0
48.329302,1.144419e+00,2.364068e-03,0.119998,99.8356,294.740850,15.426208,0
48.329302,1.309696e+00,2.364068e-03,0.119998,87.2369,215.533954,11.762589,0
48.329302,1.498841e+00,2.364068e-03,0.119998,76.2281,158.723922,8.969330,0
48.329302,1.715302e+00,2.364068e-03,0.119998,66.6085,120.914794,6.836541,0
48.329302,1.963025e+00,2.364068e-03,0.119998,58.2029,94.885490,5.214552,0
48.329302,2.246524e+00,2.364068e-03,0.119998,50.8580,74.902187,3.973557,0
48.329302,2.570965e+00,2.364068e-03,0.119998,44.4400,58.142159,3.029466,0
48.329302,2.942262e+00,2.364068e-03,0.119998,38.8319,43.751159,2.308529,0
48.329302,3.367182e+00,2.364068e-03,0.119998,33.9316,31.710191,1.758566,0
48.329302,3.853468e+00,2.364068e-03,0.119998,29.6496,22.119251,1.339954,0
48.329302,4.409983e+00,2.364068e-03,0.119998,25.9080,14.888387,1.020590,0
48.329302,5.046869e+00,2.364068e-03,0.119998,22.6385,9.729034,0.776977,0
48.329302,5.775735e+00,2.364068e-03,0.119998,19.7817,6.250836,0.591266,0
48.329302,6.609862e+00,2.364068e-03,0.119998,17.2853,4.033406,0.449823,1
48.329302,7.564454e+00,2.364068e-03,0.119998,15.1040,2.673830,0.341914,1
48.329302,8.656907e+00,2.364068e-03,0.119998,13.1980,1.838441,0.259673,1
48.329302,9.907132e+00,2.364068e-03,0.119998,11.5325,1.299310,0.197001,1
48.329302,1.133791e+01,2.364068e-03,0.119998,10.0771,0.928285,0.149240,1
48.329302,1.297533e+01,2.364068e-03,0.119998,8.8055,0.662011,0.112850,1
48.329302,1.484921e+01,2.364068e-03,0.119998,7.6943,0.468504,0.085135,0
48.329302,1.699373e+01,2.364068e-03,0.119998,6.7233,0.328502,0.064037,0
48.329302,1.944795e+01,2.364068e-03,0.119998,5.8748,0.228216,0.047992,0
48.329302,2.225661e+01,2.364068e-03,0.119998,5.1335,0.157115,0.035808,0
48.329302,2.547089e+01,2.364068e-03,0.119998,4.4857,0.107163,0.026574,0
48.329302,2.914938e+01,2.364068e-03,0.119998,3.9196,0.072352,0.019596,0
48.329302,3.335911e+01,2.364068e-03,0.119998,3.4250,0.048280,0.014345,0
48.329302,3.817681e+01,2.364068e-03,0.119998,2.9928,0.031772,0.010412,0
48.329302,4.369028e+01,2.364068e-03,0.119998,2.6151,0.020561,0.007486,0
48.329302,5.000000e+01,2.364068e-03,0.119998,2.2851,0.013043,0.005327,0
54.555948,1.000000e+00,2.660514e-03,0.120008,145.1469,359.538330,21.563760,0
54.555948,1.144419e+00,2.660514e-03,0.120008,126.8302,280.091505,16.440461,0
54.555948,1.309696e+00,2.660514e-03,0.120008,110.8249,212.158256,12.534332,0
54.555948,1.498841e+00,2.660514e-03,0.120008,96.8394,155.394516,9.554382,0
54.555948,1.715302e+00,2.660514e-03,0.120008,84.6188,113.793948,7.285349,0
54.555948,1.963025e+00,2.660514e-03,0.120008,73.9404,86.114740,5.552675,0
54.555948,2.246524e+00,2.660514e-03,0.120008,64.6095,67.424198,4.231942,0
54.555948,2.570965e+00,2.660514e-03,0.120008,56.4562,53.352500,3.225711,0
54.555948,2.942262e+00,2.660514e-03,0.120008,49.3317,41.621709,2.457879,0
54.555948,3.367182e+00,2.660514e-03,0.120008,43.1063,31.497030,1.872915,0
54.555948,3.853468e+00,2.660514e-03,0.120008,37.6666,22.945825,1.426504,0
54.555948,4.409983e+00,2.660514e-03,0.120008,32.9133,16.073639,1.086475,0
54.555948,5.046869e+00,2.660514e-03,0.120008,28.7598,10.854673,0.827439,0
54.555948,5.775735e+00,2.660514e-03,0.120008,25.1305,7.106393,0.629917,0
54.555948,6.609862e+00,2.660514e-03,0.120008,21.9591,4.564047,0.479360,0
54.555948,7.564454e+00,2.660514e-03,0.120008,19.1880,2.937007,0.364714,1
54.555948,8.656907e+00,2.660514e-03,0.120008,16.7666,1.940497,0.277272,1
54.555948,9.907132e+00,2.660514e-03,0.120008,14.6507,1.331973,0.210665,1
54.555948,1.133791e+01,2.660514e-03,0.120008,12.8019,0.941997,0.159893,1
54.555948,1.297533e+01,2.660514e-03,0.120008,11.1864,0.674495,0.121200,1
54.555948,1.484921e+01,2.660514e-03,0.120008,9.7747,0.482395,0.091709,0
54.555948,1.699373e+01,2.660514e-03,0.120008,8.5412,0.342451,0.069235,0
54.555948,1.944795e+01,2.660514e-03,0.120008,7.4634,0.240909,0.052116,0
54.555948,2.225661e+01,2.660514e-03,0.120008,6.5215,0.167960,0.039085,0
54.555948,2.547089e+01,2.660514e-03,0.120008,5.6985,0.116084,0.029179,0
54.555948,2.914938e+01,2.660514e-03,0.120008,4.9794,0.079524,0.021663,0
54.555948,3.335911e+01,2.660514e-03,0.120008,4.3510,0.053956,0.015979,0
54.555948,3.817681e+01,2.660514e-03,0.120008,3.8020,0.036205,0.011696,0
54.555948,4.369028e+01,2.660514e-03,0.120008,3.3222,0.023974,0.008487,0
54.555948,5.000000e+01,2.660514e-03,0.120008,2.9029,0.015621,0.006099,0
61.584821,1.000000e+00,2.995691e-03,0.120008,184.4891,335.489315,22.810880,0
61.584821,1.144419e+00,2.995691e-03,0.120008,161.2076,255.440423,17.391184,0
61.584821,1.309696e+00,2.995691e-03,0.120008,140.8641,199.464011,13.257627,0
61.584821,1.498841e+00,2.995691e-03,0.120008,123.0878,152.334272,10.107789,0
61.584821,1.715302e+00,2.995691e-03,0.120008,107.5548,111.942206,7.703349,0
61.584821,1.963025e+00,2.995691e-03,0.120008,93.9820,81.594835,5.871883,0
61.584821,2.246524e+00,2.995691e-03,0.120008,82.1220,61.318844,4.475335,0
61.584821,2.570965e+00,2.995691e-03,0.120008,71.7587,47.860350,3.409685,0
61.584821,2.942262e+00,2.995691e-03,0.120008,62.7031,37.938010,2.598016,0
61.584821,3.367182e+00,2.995691e-03,0.120008,54.7904,29.735191,1.979366,0
61.584821,3.853468e+00,2.995691e-03,0.120008,47.8761,22.627756,1.507801,0
61.584821,4.409983e+00,2.995691e-03,0.120008,41.8344,16.569600,1.148353,0
61.584821,5.046869e+00,2.995691e-03,0.120008,36.5552,11.656851,0.874483,0
61.584821,5.775735e+00,2.995691e-03,0.120008,31.9421,7.898819,0.665742,0
61.584821,6.609862e+00,2.995691e-03,0.120008,27.9112,5.182343,0.506784,0
61.584821,7.564454e+00,2.995691e-03,0.120008,24.3889,3.328245,0.385702,1
61.584821,8.656907e+00,2.995691e-03,0.120008,21.3112,2.136350,0.293430,1
61.584821,9.907132e+00,2.995691e-03,0.120008,18.6218,1.406596,0.223151,1
61.584821,1.133791e+01,2.995691e-03,0.120008,16.2719,0.963600,0.169610,1
61.584821,1.297533e+01,2.995691e-03,0.120008,14.2185,0.681786,0.128805,1
61.584821,1.484921e+01,2.995691e-03,0.120008,12.4242,0.489193,0.097705,0
61.584821,1.699373e+01,2.995691e-03,0.120008,10.8563,0.350832,0.073995,0
61.584821,1.944795e+01,2.995691e-03,0.120008,9.4863,0.249800,0.055917,0
61.584821,2.225661e+01,2.995691e-03,0.120008,8.2892,0.176286,0.042134,0
61.584821,2.547089e+01,2.995691e-03,0.120008,7.2431,0.123322,0.031632,0
61.584821,2.914938e+01,2.995691e-03,0.120008,6.3291,0.085551,0.023637,0
61.584821,3.335911e+01,2.995691e-03,0.120008,5.5304,0.058851,0.017563,0
61.584821,3.817681e+01,2.995691e-03,0.120008,4.8325,0.040118,0.012962,0
61.584821,4.369028e+01,2.995691e-03,0.120008,4.2227,0.027064,0.009491,0
61.584821,5.000000e+01,2.995691e-03,0.120008,3.6898,0.018029,0.006887,0
69.519280,1.000000e+00,3.374628e-03,0.120000,234.6017,323.977193,23.938637,0
69.519280,1.144419e+00,3.374628e-03,0.120000,204.9963,240.455034,18.250784,0
69.519280,1.309696e+00,3.374628e-03,0.120000,179.1269,181.473926,13.914119,0
69.519280,1.498841e+00,3.374628e-03,0.120000,156.5221,141.690479,10.606580,0
69.519280,1.715302e+00,3.374628e-03,0.120000,136.7699,109.089129,8.084488,0
69.519280,1.963025e+00,3.374628e-03,0.120000,119.5103,80.547727,6.161987,0
69.519280,2.246524e+00,3.374628e-03,0.120000,104.4288,58.508488,4.696082,0
69.519280,2.570965e+00,3.374628e-03,0.120000,91.2504,43.658603,3.578544,0
69.519280,2.942262e+00,3.374628e-03,0.120000,79.7351,33.943037,2.726327,0
69.519280,3.367182e+00,3.374628e-03,0.120000,69.6730,26.934951,2.077018,0
69.519280,3.853468e+00,3.374628e-03,0.120000,60.8807,21.202511,1.581962,0
69.519280,4.409983e+00,3.374628e-03,0.120000,53.1979,16.223121,1.204840,0
69.519280,5.046869e+00,3.374628e-03,0.120000,46.4846,11.941127,0.917276,0
69.519280,5.775735e+00,3.374628e-03,0.120000,40.6185,8.436895,0.698356,0
69.519280,6.609862e+00,3.374628e-03,0.120000,35.4927,5.736906,0.531555,0
69.519280,7.564454e+00,3.374628e-03,0.120000,31.0137,3.772926,0.404556,1
69.519280,8.656907e+00,3.374628e-03,0.120000,27.0999,2.423884,0.307837,1
69.519280,9.907132e+00,3.374628e-03,0.120000,23.6801,1.552284,0.234194,1
69.519280,1.133791e+01,3.374628e-03,0.120000,20.6918,1.018398,0.178133,1
69.519280,1.297533e+01,3.374628e-03,0.120000,18.0806,0.696101,0.135439,1
69.519280,1.484921e+01,3.374628e-03,0.120000,15.7989,0.492636,0.102916,0
69.519280,1.699373e+01,3.374628e-03,0.120000,13.8052,0.354166,0.078131,0
69.519280,1.944795e+01,3.374628e-03,0.120000,12.0631,0.254669,0.059233,0
69.519280,2.225661e+01,3.374628e-03,0.120000,10.5408,0.181852,0.044817,0
69.519280,2.547089e+01,3.374628e-03,0.120000,9.2106,0.128723,0.033816,0
69.519280,2.914938e+01,3.374628e-03,0.120000,8.0483,0.090340,0.025422,0
69.519280,3.335911e+01,3.374628e-03,0.120000,7.0326,0.062892,0.019023,0
69.519280,3.817681e+01,3.374628e-03,0.120000,6.1451,0.043435,0.014152,0
69.519280,4.369028e+01,3.374628e-03,0.120000,5.3697,0.029742,0.010455,0
69.519280,5.000000e+01,3.374628e-03,0.120000,4.6920,0.020167,0.007661,0
78.475997,1.000000e+00,3.802734e-03,0.120001,298.4233,299.362536,24.911200,0
78.475997,1.144419e+00,3.802734e-03,0.120001,260.7640,231.426226,18.992543,0
78.475997,1.309696e+00,3.802734e-03,0.120001,227.8570,172.372417,14.478880,0
78.475997,1.498841e+00,3.802734e-03,0.120001,199.1027,128.979085,11.038395,0
78.475997,1.715302e+00,3.802734e-03,0.120001,173.9771,100.440249,8.414222,0
78.475997,1.963025e+00,3.802734e-03,0.120001,152.0222,77.905833,6.413561,0
78.475997,2.246524e+00,3.802734e-03,0.120001,132.8378,57.872598,4.888021,0
78.475997,2.570965e+00,3.802734e-03,0.120001,116.0744,41.947169,3.725055,0
78.475997,2.942262e+00,3.802734e-03,0.120001,101.4265,31.082565,2.838494,0
78.475997,3.367182e+00,3.802734e-03,0.120001,88.6270,24.054308,2.162375,0
78.475997,3.853468e+00,3.802734e-03,0.120001,77.4428,19.095490,1.647134,0
78.475997,4.409983e+00,3.802734e-03,0.120001,67.6700,15.090499,1.254411,0
78.475997,5.046869e+00,3.802734e-03,0.120001,59.1304,11.608225,0.955132,0
78.475997,5.775735e+00,3.802734e-03,0.120001,51.6685,8.588383,0.727093,0
78.475997,6.609862e+00,3.802734e-03,0.120001,45.1482,6.094189,0.553371,0
78.475997,7.564454e+00,3.802734e-03,0.120001,39.4507,4.158562,0.421083,1
78.475997,8.656907e+00,3.802734e-03,0.120001,34.4723,2.741994,0.320375,1
78.475997,9.907132e+00,3.802734e-03,0.120001,30.1221,1.762774,0.243720,1
78.475997,1.133791e+01,3.802734e-03,0.120001,26.3208,1.126613,0.185388,1
78.475997,1.297533e+01,3.802734e-03,0.120001,22.9993,0.736463,0.141005,1
78.475997,1.484921e+01,3.802734e-03,0.120001,20.0969,0.502139,0.107233,1
78.475997,1.699373e+01,3.802734e-03,0.120001,17.5608,0.355376,0.081524,0
78.475997,1.944795e+01,3.802734e-03,0.120001,15.3447,0.255952,0.061941,0
78.475997,2.225661e+01,3.802734e-03,0.120001,13.4083,0.184516,0.047012,0
78.475997,2.547089e+01,3.802734e-03,0.120001,11.7162,0.132123,0.035621,0
78.475997,2.914938e+01,3.802734e-03,0.120001,10.2377,0.093793,0.026921,0
78.475997,3.335911e+01,3.802734e-03,0.120001,8.9458,0.066029,0.020275,0
78.475997,3.817681e+01,3.802734e-03,0.120001,7.8169,0.046121,0.015198,0
78.475997,4.369028e+01,3.802734e-03,0.120001,6.8304,0.031971,0.011326,0
78.475997,5.000000e+01,3.802734e-03,0.120001,5.9685,0.021985,0.008380,0
88.586679,1.000000e+00,4.286542e-03,0.120001,379.7305,280.558371,25.674354,0
88.586679,1.144419e+00,4.286542e-03,0.120001,331.8106,212.126896,19.602767,0
88.586679,1.309696e+00,4.286542e-03,0.120001,289.9380,164.751421,14.944883,0
88.586679,1.498841e+00,4.286542e-03,0.120001,253.3494,123.505661,11.393610,0
88.586679,1.715302e+00,4.286542e-03,0.120001,221.3782,91.736926,8.685689,0
88.586679,1.963025e+00,4.286542e-03,0.120001,193.4415,71.086512,6.620760,0
88.586679,2.246524e+00,4.286542e-03,0.120001,169.0302,55.486797,5.046504,0
88.586679,2.570965e+00,4.286542e-03,0.120001,147.6996,41.510766,3.846221,0
88.586679,2.942262e+00,4.286542e-03,0.120001,129.0607,30.064078,2.931318,0
88.586679,3.367182e+00,4.286542e-03,0.120001,112.7740,22.128644,2.233538,0
88.586679,3.853468e+00,4.286542e-03,0.120001,98.5425,17.035956,1.701698,0
88.586679,4.409983e+00,4.286542e-03,0.120001,86.1070,13.520341,1.296272,0
88.586679,5.046869e+00,4.286542e-03,0.120001,75.2408,10.722056,0.987167,0
88.586679,5.775735e+00,4.286542e-03,0.120001,65.7458,8.290529,0.751561,0
88.586679,6.609862e+00,4.286542e-03,0.120001,57.4491,6.165267,0.572056,0
88.586679,7.564454e+00,4.286542e-03,0.120001,50.1993,4.393574,0.435282,1
88.586679,8.656907e+00,4.286542e-03,0.120001,43.8645,3.008726,0.331113,1
88.586679,9.907132e+00,4.286542e-03,0.120001,38.3290,1.989288,0.251819,1
88.586679,1.133791e+01,4.286542e-03,0.120001,33.4921,1.280176,0.191491,1
88.586679,1.297533e+01,4.286542e-03,0.120001,29.2656,0.816763,0.145605,1
88.586679,1.484921e+01,4.286542e-03,0.120001,25.5724,0.531985,0.110718,1
88.586679,1.699373e+01,4.286542e-03,0.120001,22.3453,0.361733,0.084196,0
88.586679,1.944795e+01,4.286542e-03,0.120001,19.5255,0.255957,0.064027,0
88.586679,2.225661e+01,4.286542e-03,0.120001,17.0615,0.184661,0.048679,0
88.586679,2.547089e+01,4.286542e-03,0.120001,14.9084,0.133449,0.036986,0
88.586679,2.914938e+01,4.286542e-03,0.120001,13.0271,0.095811,0.028067,0
88.586679,3.335911e+01,4.286542e-03,0.120001,11.3831,0.068204,0.021252,0
88.586679,3.817681e+01,4.286542e-03,0.120001,9.9466,0.048155,0.016039,0
88.586679,4.369028e+01,4.286542e-03,0.120001,8.6914,0.033743,0.012050,0
88.586679,5.000000e+01,4.286542e-03,0.120001,7.5946,0.023473,0.008999,0
100.000000,1.000000e+00,4.833473e-03,0.119990,483.3473,263.771752,26.161824,0
100.000000,1.144419e+00,4.833473e-03,0.119990,422.3516,200.606367,20.031333,0
100.000000,1.309696e+00,4.833473e-03,0.119990,369.0532,150.395819,15.301304,0
100.000000,1.498841e+00,4.833473e-03,0.119990,322.4807,116.906485,11.668467,0
100.000000,1.715302e+00,4.833473e-03,0.119990,281.7855,88.386743,8.895296,0
100.000000,1.963025e+00,4.833473e-03,0.119990,246.2257,65.303816,6.780898,0
100.000000,2.246524e+00,4.833473e-03,0.119990,215.1534,50.257547,5.168944,0
100.000000,2.570965e+00,4.833473e-03,0.119990,188.0023,39.418513,3.939790,0
100.000000,2.942262e+00,4.833473e-03,0.119990,164.2774,29.719662,3.002783,0
100.000000,3.367182e+00,4.833473e-03,0.119990,143.5465,21.536901,2.288456,0
100.000000,3.853468e+00,4.833473e-03,0.119990,125.4318,15.753944,1.743914,0
100.000000,4.409983e+00,4.833473e-03,0.119990,109.6030,12.059403,1.328751,0
100.000000,5.046869e+00,4.833473e-03,0.119990,95.7717,9.562046,1.012284,0
100.000000,5.775735e+00,4.833473e-03,0.119990,83.6858,7.606193,0.771003,0
100.000000,6.609862e+00,4.833473e-03,0.119990,73.1252,5.910561,0.587076,0
100.000000,7.564454e+00,4.833473e-03,0.119990,63.8972,4.417807,0.446863,1
100.000000,8.656907e+00,4.833473e-03,0.119990,55.8337,3.161737,0.340001,1
100.000000,9.907132e+00,4.833473e-03,0.119990,48.7878,2.172812,0.258588,1
100.000000,1.133791e+01,4.833473e-03,0.119990,42.6311,1.440724,0.196597,1
100.000000,1.297533e+01,4.833473e-03,0.119990,37.2513,0.928391,0.149425,1
100.000000,1.484921e+01,4.833473e-03,0.119990,32.5504,0.591486,0.113555,1
100.000000,1.699373e+01,4.833473e-03,0.119990,28.4427,0.383875,0.086298,0
100.000000,1.944795e+01,4.833473e-03,0.119990,24.8534,0.260254,0.065597,0
100.000000,2.225661e+01,4.833473e-03,0.119990,21.7170,0.184077,0.049877,0
100.000000,2.547089e+01,4.833473e-03,0.119990,18.9765,0.133011,0.037933,0
100.000000,2.914938e+01,4.833473e-03,0.119990,16.5817,0.096350,0.028846,0
100.000000,3.335911e+01,4.833473e-03,0.119990,14.4892,0.069353,0.021921,0
100.000000,3.817681e+01,4.833473e-03,0.119990,12.6608,0.049502,0.016631,0
100.000000,4.369028e+01,4.833473e-03,0.119990,11.0630,0.035048,0.012581,0
100.000000,5.000000e+01,4.833473e-03,0.119990,9.6669,0.024633,0.009477,0
